"       ","                                   ","          ","         ","                   ","                            ","                        ","  ","                     "
"ITEM   ","WINE DESC                          ","          ","         "," PROD GRP          ","COUNTRY                     ","SUB REGION           CL ","CL","CLASS DESC           "
"00579  ","SUNQUICK ZERO TROPICAL             ","          ","         "," CONCENTRATED J    ","                            ","                     FD ","FD","FOOD                 "
"00603  ","SPA REINE                          ","          ","         "," WATER             ","BELGUIM                     ","                     WT ","WT","WATER IMPORTED       "
"00604  ","MARRIOTT PURIFIED WATER            ","          ","         "," WATER             ","                            ","                     WA ","WA","WATER LOCAL          "
"00605  ","BRU STILL                          ","1         ","         "," WATER             ","BELGUIM                     ","                     WT ","WT","WATER IMPORTED       "
"00606  ","SPA REINE WRAP                     ","          ","         "," WATER             ","BELGUIM                     ","                     WT ","WT","WATER IMPORTED       "
"00607  ","CORENDON PURIFIED WATER            ","          ","         "," WATER             ","                            ","                     WA ","WA","WATER LOCAL          "
"00612  ","SAN BENEDETTO STILL OWG            ","          ","         "," WATER             ","ITALY VENETO                ","                     WT ","WT","WATER IMPORTED       "
"00614  ","SAN BENEDETTO STILL OWG            ","          ","         "," WATER             ","ITALY VENETO                ","                     WT ","WT","WATER IMPORTED       "
"00616  ","SAN BENEDETTO PET                  ","          ","         "," WATER             ","ITALY VENETO                ","                     WT ","WT","WATER IMPORTED       "
"00617  ","CLARO DISCONTINUED                 ","1         ","         "," WATER             ","CURACAO                     ","                     WA ","WA","WATER LOCAL          "
"00618  ","CLARO                              ","          ","         "," WATER             ","CURACAO                     ","                     WA ","WA","WATER LOCAL          "
"00619  ","LE BLEU WATER PREMIUM              ","          ","         "," WATER             ","                            ","                     WT ","WT","WATER IMPORTED       "
"00620  ","LE BLEU WATER PREMIUM              ","1         ","         "," WATER             ","                            ","                     WT ","WT","WATER IMPORTED       "
"00622  ","LE BLEU WATER PREMIUM              ","          ","         "," WATER             ","                            ","                     WT ","WT","WATER IMPORTED       "
"00623  ","AGUA FIJI                          ","1         ","         "," WATER             ","                            ","                     WT ","WT","WATER IMPORTED       "
"00624  ","AGUA FIJI                          ","          ","         "," WATER             ","                            ","                     WT ","WT","WATER IMPORTED       "
"00625  ","AGUA FIJI                          ","          ","         "," WATER             ","                            ","                     WT ","WT","WATER IMPORTED       "
"00626  ","AGUA FIJI                          ","1         ","         "," WATER             ","                            ","                     WT ","WT","WATER IMPORTED       "
"00627  ","CAFE BARISTA PURIFIED WATER        ","          ","         "," WATER             ","                            ","                     WA ","WA","WATER LOCAL          "
"00628  ","CLARO                              ","          ","         "," WATER             ","                            ","                     WA ","WA","WATER LOCAL          "
"00629  ","SPA REINE WRAP                     ","1         ","         "," WATER             ","                            ","                     WT ","WT","WATER IMPORTED       "
"00631  ","AWA SANTA BARBARA                  ","1         ","         "," WATER             ","                            ","                     WA ","WA","WATER LOCAL          "
"00632  ","NORTH SEA JAZZ FESTIVAL WATER      ","1         ","         "," WATER             ","                            ","                     WA ","WA","WATER LOCAL          "
"00633  ","SB ELEGANCE (STILL-PET)            ","          ","         "," WATER             ","ITALY VENETO                ","                     WT ","WT","WATER IMPORTED       "
