"ITEM   ","WINE DESC                        ","BEER DESCR                        ","CU/ML BR ","CU/ML  ","U/C"," CASE UPC    "," BOTL UPC   ","      RETL UPC","SUB","SUB DESCRP     ","BRN","BRAND DESC    ","SP ","                "
"101295 ","DL BARON DE L                    ","DL BARON DE L                     ","6/750    ","6/750  ","  6","000000000000 ","000000101295","00000000101295","LAD","LADOUCETTE     ","LAD","LADOUCETTE    ","CD ","C.C.D.          "
"101296 ","DL POUILLY FUME                  ","DL POUILLY FUME                   ","12/750   ","12/750 "," 12","000000000000 ","000000000000","00000000000000","LAD","LADOUCETTE     ","LAD","LADOUCETTE    ","CD ","C.C.D.          "
"101297 ","DL COMTE LAFOND SANCERRE ROUGE   ","DL COMTE LAFONDSANCERRE ROUGE     ","12/750   ","12/750 "," 12","000000000000 ","536650601009","03536650601009","LAD","LADOUCETTE     ","LAD","LADOUCETTE    ","CD ","C.C.D.          "
"101298 ","DL COMTE LAFOND SANCERRE BLANC   ","DL COMTE LAFONDSANCERRE BLANC     ","12/750   ","12/750 "," 12","000000000000 ","000000000000","00000000000000","LAD","LADOUCETTE     ","LAD","LADOUCETTE    ","CD ","C.C.D.          "
"101300 ","BG PASSEPORT MU SCADET           ","BG PASSEPORT MUSCADET             ","12/750   ","12/750 "," 12","035138000322 ","035130511109","03035130511109","PSP","PASSEPORT      ","B&G","B&G           ","BG ","B&G             "
"101301 ","BG PASSEPORT VO UVRAY            ","BG PASSEPORT VOUVRAY              ","12/750   ","12/750 "," 12","035138000346 ","035130515107","03035130515107","PSP","PASSEPORT      ","B&G","B&G           ","BG ","B&G             "
"101303 ","MF CHABLIS 1CRU BOX              ","MF CHABLIS 1CRUBOX                ","         ","1/1500 ","  1","000000000000 ","151850127090","03151850127090","MAU","MOREAU         ","M&F","MOREAU & FILS ","MF ","MOREAU & FILS   "
"101305 ","MF SANCERRE                      ","MF SANCERRE                       ","         ","12/750 "," 12","151851202833 ","151850002830","31518500028300","MAU","MOREAU         ","M&F","MOREAU & FILS ","MF ","MOREAU & FILS   "
"101306 ","MF VOUVRAY                       ","MF VOUVRAY                        ","12/750   ","12/750 "," 12","151851201560 ","151850372070","03151850372070","MAU","MOREAU         ","M&F","MOREAU & FILS ","MF ","MOREAU & FILS   "
"101307 ","ML SAINT VERAN                   ","ML SAINT VERAN                    ","12/750   ","12/750 "," 12","026861103629 ","026861103629","00026861103629","LOU","LOUIS LATOUR   ","LOU","LOUIS LATOUR  ","CD ","C.C.D.          "
"101311 ","JM CH. DU TERTR E                ","JM CH. DU TERTRE                  ","         ","12/750 "," 12","000000000000 ","000000101311","00000000101311","MOR","MORTIER        ","MOR","MORTIER       ","CD ","C.C.D.          "
"101312 ","BG THOMAS BARTO N MEDOC          ","BG THOMAS BARTON MEDOC            ","         ","12/750 "," 12","035131113395 ","035136014000","03035136014000","TMB","THOMAS BARTON  ","B&G","B&G           ","BG ","B&G             "
"101313 ","BG THOMAS BARTO N MEDOC PRIVEE RE","BG THOMAS BARTON MEDOC PRIVEE RES.","         ","6/750  ","  6","035136014512 ","035136014017","03035136014017","TMB","THOMAS BARTON  ","B&G","B&G           ","BG ","B&G             "
"101314 ","BG PASSEPORT ME DOC              ","BG PASSEPORT MEDOC                ","12/750   ","12/750 "," 12","035138000100 ","035130014105","03035130014105","PSP","PASSEPORT      ","B&G","B&G           ","BG ","B&G             "
"101315 ","BG CHATEAU VIEU X MAURAC         ","BG CHATEAU VIEUX MAURAC           ","         ","6/750  ","  6","000000000000 ","035134120109","30351341201092","B&G","B&G            ","B&G","B&G           ","BG ","B&G             "
"101316 ","BPDR M.CADET RE SERVE MEDOC      ","BPDR M.CADET RESERVE MEDOC        ","6/750    ","6/750  ","  6","262151099075 ","262151100757","03262151100757","BPD","BPDR FRANCE    ","BPF","BPDR FRANCE   ","CD ","C.C.D.          "
"101318 ","BPDR BARONESA P                  ","BPDR BARONESA P                   ","6/750    ","6/750  ","  6","000000000000 ","000000000000","00000000000000","BPC","BPDR CHILE     ","CHL","BPDR CHILE    ","CD ","C.C.D.          "
"101320 ","BPDR CH. CLERC MILON             ","BPDR CH. CLERCMILON               ","12/750   ","12/750 "," 12","000000000000 ","000000000000","00000000000000","BPD","BPDR FRANCE    ","BPF","BPDR FRANCE   ","CD ","C.C.D.          "
"101321 ","JM CH. HAUT BER GEY              ","JM CH. HAUT BERGEY                ","12/750   ","12/750 "," 12","000000000000 ","000000101321","00000000101321","MOR","MORTIER        ","MOR","MORTIER       ","CD ","C.C.D.          "
"101322 ","JM PLAISIR DE S IAURAC           ","JM PLAISIR DE SIAURAC             ","12/750   ","12/750 "," 12","000000000000 ","000000101322","00000000101322","MOR","MORTIER        ","MOR","MORTIER       ","CD ","C.C.D.          "
"101323 ","JM CH. LE CARIL LON              ","JM CH. LE CARILLON                ","         ","6/750  ","  6","000000000000 ","258470016961","32584700169610","MOR","MORTIER        ","MOR","MORTIER       ","CD ","C.C.D.          "
"101324 ","KW ANJOU LA CER ISAIE ROUGE      ","KW ANJOU LA CERISAIE ROUGE        ","         ","12/750 "," 12","000000000000 ","000000000000","00000000000000","BER","BERGERIE       ","BER","BERGERIE      ","KF ","KRIMPENFORT     "
"101325 ","EG COTE ROTIE                    ","EG COTE ROTIE                     ","12/750   ","12/750 "," 12","000000000000 ","000000101325","00000000101325","GUI","E.GUIGAL       ","EGU","E.GUIGAL      ","CD ","C.C.D.          "
"101326 ","EG CONDRIEU                      ","EG CONDRIEU                       ","12/750   ","12/750 "," 12","000000000000 ","536650791007","03536650791007","GUI","E.GUIGAL       ","EGU","E.GUIGAL      ","CD ","C.C.D.          "
"101327 ","EG CROZES HERMI TAGE             ","EG CROZES HERMITAGE               ","12/750   ","12/750 "," 12","000000000000 ","000000101327","00000000101327","GUI","E.GUIGAL       ","EGU","E.GUIGAL      ","CD ","C.C.D.          "
"101328 ","EG CHATEAUNEUF DU PAPE ROUGE     ","EG CHATEAUNEUFDU PAPE ROUGE       ","12/750   ","12/750 "," 12","000000000000 ","536650301008","03536650301008","GUI","E.GUIGAL       ","EGU","E.GUIGAL      ","CD ","C.C.D.          "
"101329 ","EG GIGONDAS                      ","EG GIGONDAS                       ","12/750   ","12/750 "," 12","000000000000 ","536650601009","03536650601009","GUI","E.GUIGAL       ","EGU","E.GUIGAL      ","CD ","C.C.D.          "
"101331 ","EG COTES DU RHO NE ROUGE         ","EG COTES DU RHONE ROUGE           ","12/750   ","12/750 "," 12","000000000000 ","536650501002","03536650501002","GUI","E.GUIGAL       ","EGU","E.GUIGAL      ","CD ","C.C.D.          "
"101333 ","EG COTES DU RHO NE BLANC         ","EG COTES DU RHONE BLANC           ","12/750   ","12/750 "," 12","536650591003 ","536650591003","03536650591003","GUI","E.GUIGAL       ","EGU","E.GUIGAL      ","CD ","C.C.D.          "
"101334 ","BG PASSEPORT CH ATEAUNEUF DU PAPE","BG PASSEPORT CHATEAUNEUF DU PAPE  ","12/750   ","12/750 "," 12","035138000308 ","035130403107","03035130403107","PSP","PASSEPORT      ","B&G","B&G           ","BG ","B&G             "
"101335 ","BG PASSEPORT CO TES DU RHONE ROUG","BG PASSEPORT COTES DU RHONE ROUGE ","12/750   ","12/750 "," 12","035138000285 ","035130401103","03035130401103","PSP","PASSEPORT      ","B&G","B&G           ","BG ","B&G             "
"101338 ","BG PASSEPORT SA UTERNES          ","BG PASSEPORT SAUTERNES            ","6/750    ","6/750  ","  6","035138009493 ","035138004238","03035138004238","PSP","PASSEPORT      ","B&G","B&G           ","BG ","B&G             "
"101339 ","BPDR M.CADET RE SERVE SAUTERNES  ","BPDR M.CADET RESERVE SAUTERNES    ","         ","6/750  ","  6","262152098077 ","262152098756","03262152098756","BPD","BPDR FRANCE    ","BPF","BPDR FRANCE   ","CD ","C.C.D.          "
"101340 ","BG THOMAS BARTO N ST. EMILION    ","BG THOMAS BARTON ST. EMILION      ","         ","6/750  ","  6","035131113340 ","035136018008","03035136018008","TMB","THOMAS BARTON  ","B&G","B&G           ","BG ","B&G             "
"101341 ","BG PASSEPORT ST . EMILION        ","BG PASSEPORT ST. EMILION          ","         ","12/750 "," 12","035138000117 ","035130018103","00000000000000","PSP","PASSEPORT      ","B&G","B&G           ","BG ","B&G             "
"101342 ","BG CH. YON LAVA LLADE            ","BG CH. YON LAVALLADE              ","6/750    ","6/750  ","  6","035131118291 ","035134121106","03035134121106","B&G","B&G            ","B&G","B&G           ","BG ","B&G             "
"101343 ","BPDR M.CADET RE S. ST.EMILION    ","BPDR M.CADET RES. ST.EMILION      ","6/750    ","6/750  ","  6","262151101075 ","262151101754","03262151101754","BPD","BPDR FRANCE    ","BPF","BPDR FRANCE   ","CD ","C.C.D.          "
"101344 ","BPDR MERLOT                      ","BPDR MERLOT                       ","6/750    ","6/750  ","  6","262151303073 ","262151303752","03262151303752","BPD","BPDR FRANCE    ","BPF","BPDR FRANCE   ","CD ","C.C.D.          "
"101345 ","BPDR CABERNET S AUVIGNON         ","BPDR CABERNET SAUVIGNON           ","6/750    ","6/750  ","  6","262151302076 ","262151302755","03262151302755","BPD","BPDR FRANCE    ","BPF","BPDR FRANCE   ","CD ","C.C.D.          "
"101346 ","BPDR SAUVIGNON BLANC             ","BPDR SAUVIGNONBLANC               ","6/750    ","6/750  ","  6","262152300071 ","262152300750","03262152300750","BPD","BPDR FRANCE    ","BPF","BPDR FRANCE   ","CD ","C.C.D.          "
"101347 ","BPDR CHARDONNAY                  ","BPDR CHARDONNAY                   ","6/750    ","6/750  ","  6","262152301078 ","262152301757","03262152301757","BPD","BPDR FRANCE    ","BPF","BPDR FRANCE   ","CD ","C.C.D.          "
"101348 ","BG PARTAGER ROU GE               ","BG PARTAGER ROUGE                 ","6/1500   ","6/1500 ","  6","035138000407 ","035131630304","03035131630304","PAR","PARTAGER       ","B&G","B&G           ","BG ","B&G             "
"101349 ","BG PARTAGER BLA NC               ","BG PARTAGER BLANC                 ","6/1500   ","6/1500 ","  6","035138000483 ","035131654300","03035131654300","PAR","PARTAGER       ","B&G","B&G           ","BG ","B&G             "
"101355 ","BG CHARDONNAY R ESERVE           ","BG CHARDONNAY RESERVE             ","12/750   ","12/750 "," 12","035131114026 ","035130710106","03035130710106","REG","B&G RESERVE    ","B&G","B&G           ","BG ","B&G             "
"101356 ","BG ORIGINEL SAU VIGNON BLANC     ","BG ORIGINEL SAUVIGNON BLANC       ","         ","6/750  ","  6","000000000000 ","035131115115","30351311151150","ORI","ORIGINAL       ","B&G","B&G           ","BG ","B&G             "
"101357 ","BG ORIGINEL MER LOT              ","BG ORIGINEL MERLOT                ","6/750    ","6/750  ","  6","035131115139 ","035131115108","03035131115108","ORI","ORIGINAL       ","B&G","B&G           ","BG ","B&G             "
"101358 ","BG PARTAGER ROU GE               ","BG PARTAGER ROUGE                 ","12/750   ","12/750 "," 12","035131117102 ","035132630105","03035132630105","PAR","PARTAGER       ","B&G","B&G           ","BG ","B&G             "
"101359 ","BG PARTAGER BLA NC               ","BG PARTAGER BLANC                 ","12/750   ","12/750 "," 12","035131117119 ","035132654101","03035132654101","PAR","PARTAGER       ","B&G","B&G           ","BG ","B&G             "
"101360 ","MF MOREAU BLANC                  ","MF MOREAU BLANC                   ","         ","12/750 "," 12","151850510175 ","151850510076","03151850510076","MAU","MOREAU         ","M&F","MOREAU & FILS ","MF ","MOREAU & FILS   "
"101361 ","MF MOREAU SELEC T BLANC          ","MF MOREAU SELECT BLANC            ","12/750   ","12/750 "," 12","151851540171 ","151851540072","03151851540072","MAU","MOREAU         ","M&F","MOREAU & FILS ","MF ","MOREAU & FILS   "
"101362 ","MF MOREAU ROUGE                  ","MF MOREAU ROUGE                   ","12/750   ","12/750 "," 12","151850830174 ","151850830075","03151850830075","MAU","MOREAU         ","M&F","MOREAU & FILS ","MF ","MOREAU & FILS   "
"101363 ","MF MOREAU SELEC T ROUGE          ","MF MOREAU SELECT ROUGE            ","12/750   ","12/750 "," 12","151851410177 ","151851410078","03151851410078","MAU","MOREAU         ","M&F","MOREAU & FILS ","MF ","MOREAU & FILS   "
"101364 ","MF MERLOT                        ","MF MERLOT                         ","         ","12/750 "," 12","151851892171 ","151851896070","03151851896070","MAU","MOREAU         ","M&F","MOREAU & FILS ","MF ","MOREAU & FILS   "
"101365 ","MF CABERNET SAU VIGNON           ","MF CABERNET SAUVIGNON             ","         ","12/750 "," 12","151851203120 ","151851896070","03151851896070","MAU","MOREAU         ","M&F","MOREAU & FILS ","MF ","MOREAU & FILS   "
"101366 ","MF SAUVIGNON BL ANC              ","MF SAUVIGNON BLANC                ","         ","12/750 "," 12","151851792174 ","151851799074","03151851799074","MAU","MOREAU         ","M&F","MOREAU & FILS ","MF ","MOREAU & FILS   "
"101367 ","MF SYRAH                         ","MF SYRAH                          ","         ","12/750 "," 12","151851775177 ","151851775054","03151851775054","MAU","MOREAU         ","M&F","MOREAU & FILS ","MF ","MOREAU & FILS   "
"101368 ","MF CHARDONNAY                    ","MF CHARDONNAY                     ","         ","12/750 "," 12","151851642172 ","151851643056","03151851643056","MAU","MOREAU         ","M&F","MOREAU & FILS ","MF ","MOREAU & FILS   "
"101369 ","GU RIESLING ROY AL BLUE          ","GU RIESLING ROYAL BLUE            ","         ","12/750 "," 12","085146155010 ","008514716000","04008514716000","GTR","GUNTRUM        ","GTR","GUNTRUM       ","CD ","C.C.D.          "
"101373 ","BA MOSCATO D'AS TI DOCG          ","BA MOSCATO D'ASTI DOCG            ","12/750   ","12/750 "," 12","632738000085 ","086785980157","00632738100082","BAT","BATASIOLO      ","BAT","BATASIOLO     ","GI ","GIOWINES        "
"101374 ","BA BAROLO DOCG                   ","BA BAROLO DOCG                    ","12/750   ","12/750 "," 12","632738000016 ","632738100013","00632738100013","BAT","BATASIOLO      ","BAT","BATASIOLO     ","GI ","GIOWINES        "
"101375 ","KW TACHINO BARB ERA MONFERRATO   ","KW TACHINO BARBERA MONFERRATO     ","6/750    ","6/750  ","  6","032727880018 ","032727880018","08032727880018","LUI","LUIGI TACHINO  ","LUI","LUIGI TACHINO ","KF ","KRIMPENFORT     "
"101376 ","KW TACHINO DOLC ETTO OVADA       ","KW TACHINO DOLCETTO OVADA         ","         ","6/750  ","  6","000000000000 ","032727880049","80327278800490","LUI","LUIGI TACHINO  ","LUI","LUIGI TACHINO ","KF ","KRIMPENFORT     "
"101377 ","RUF ROSATELLO                    ","RUF ROSATELLO                     ","         ","6/750  ","  6","001660219759 ","001660119752","08001660119752","RUF","RUFFINO        ","RUF","RUFFINO       ","SG ","SOUTHERN GLAZER'"
"101378 ","AN MARCHESE CHI ANTI CLASSICO    ","AN MARCHESE CHIANTI CLASSICO      ","6/750    ","6/750  ","  6","000000000000 ","001935114505","80019351145052","MAE","MARCHESE       ","ANT","ANTINORI      ","CD ","C.C.D.          "
"101379 ","AN TIGNANELLO 2 020              ","AN TIGNANELLO 2020                ","6/750    ","6/750  ","  6","001935124528 ","001935124504","08001935124504","TIG","TIGNANELLO     ","ANT","ANTINORI      ","CD ","C.C.D.          "
"101380 ","AN TIGNANELLO M AGNUM            ","AN TIGNANELLO MAGNUM              ","1/1500   ","1/1500 ","  1","000000000000 ","001935123101","08001935123101","TIG","TIGNANELLO     ","ANT","ANTINORI      ","CD ","C.C.D.          "
"101381 ","AN BRUNELLO PIA N DELLE VIGNE    ","AN BRUNELLO PIAN DELLE VIGNE      ","6/750    ","6/750  ","  6","001935000297 ","001935000280","08001935000280","PDV","PIAN D. VIGNE  ","ANT","ANTINORI      ","CD ","C.C.D.          "
"101382 ","AN VILLA ANTINO RI BIANCO        ","AN VILLA ANTINORI BIANCO          ","6/750    ","6/750  ","  6","001935353225 ","001935353201","08001935353201","VAN","VILLA ANTINORI ","ANT","ANTINORI      ","CD ","C.C.D.          "
"101383 ","AN PEPPOLI CHIA NTI CLASSICO     ","AN PEPPOLI CHIANTI CLASSICO       ","6/750    ","6/750  ","  6","001935294528 ","001935294504","08001935294504","PEP","PEPPOLI        ","ANT","ANTINORI      ","CD ","C.C.D.          "
"101384 ","AN VILLA ANTINO RI RED IGT TOSCAN","AN VILLA ANTINORI RED IGT TOSCANA ","         ","12/750 "," 12","001935221418 ","001935221401","80019352214016","VAN","VILLA ANTINORI ","ANT","ANTINORI      ","CD ","C.C.D.          "
"101385 ","AN CERVARO DELL A SALA           ","AN CERVARO DELLA SALA             ","6/750    ","6/750  ","  6","001935166023 ","001935166009","08001935166009","CDS","CERVARO D.SALA ","ANT","ANTINORI      ","CD ","C.C.D.          "
"101386 ","AN SANTA CRISTI NA ROSSO         ","AN SANTA CRISTINA ROSSO           ","6/750    ","6/750  ","  6","001935361428 ","001935361404","08001935361404","SCR","SANTA CRISTINA ","ANT","ANTINORI      ","CD ","C.C.D.          "
"101387 ","AN CIPRESSETO R OSATO            ","AN CIPRESSETO ROSATO              ","6/750    ","6/750  ","  6","001935004134 ","001935004127","08001935004127","SCR","SANTA CRISTINA ","ANT","ANTINORI      ","CD ","C.C.D.          "
"101388 ","AN SANTA CRISTI NA CHIANTI SUPERI","AN SANTA CRISTINA CHIANTI SUPERIOR","6/750    ","6/750  ","  6","001935002963 ","001935002789","08001935002789","SCR","SANTA CRISTINA ","ANT","ANTINORI      ","CD ","C.C.D.          "
"101389 ","AN GUADO AL TAS SO               ","AN GUADO AL TASSO                 ","6/750    ","6/750  ","  6","001935002918 ","000000101389","00000000101389","GAT","GUADO AL TASSO ","ANT","ANTINORI      ","CD ","C.C.D.          "
"101390 ","RUFFINO CHIANTI  CLASSICO        ","RUFFINO CHIANTI CLASSICO          ","12/750   ","12/750 "," 12","083085903029 ","083085903022","00083085903022","RUF","RUFFINO        ","RUF","RUFFINO       ","SG ","SOUTHERN GLAZER'"
"101391 ","RUF BRUNELLO DI MONTALCINO       ","RUF BRUNELLO DIMONTALCINO         ","6/750    ","6/750  ","  6","083085903248 ","083085903244","00083085903244","RUF","RUFFINO        ","RUF","RUFFINO       ","SG ","SOUTHERN GLAZER'"
"101392 ","BO MIRABELLO PI NOT GRIGIO       ","BO MIRABELLO PINOT GRIGIO         ","         ","6/750  ","  6","010471062751 ","010471002757","80104710027572","MIR","MIRABELLO      ","MBL","MIRABELLO     ","BT ","BOUTINOT        "
"101393 ","BO MIRABELLO PI NOT GRIGIO ROSE  ","BO MIRABELLO PINOT GRIGIO ROSE    ","         ","6/750  ","  6","990000000008 ","010471002764","08010471002764","MIR","MIRABELLO      ","MBL","MIRABELLO     ","BT ","BOUTINOT        "
"101394 ","AN SOLAIA                        ","AN SOLAIA                         ","         ","6/750  ","  6","001935006008 ","000000000000","00000000000000","SOL","SOLAIA         ","ANT","ANTINORI      ","CD ","C.C.D.          "
"101395 ","AN SANTA CRISTI NA PINOT GRIGIO  ","AN SANTA CRISTINA PINOT GRIGIO    ","6/750    ","6/750  ","  6","001935002956 ","001935002574","08001935002574","SCR","SANTA CRISTINA ","ANT","ANTINORI      ","CD ","C.C.D.          "
