"ITEM  ","DEL","DI","DUTY PD "," DUTY FR ","    COST ","  PR 01 ","  PR 02 ","  PR 03 ","  PR 04 ","  PR 05 ","  PR 06 "," BEEROH ","WINEOH ","UM","B6%","B9%","W6%","W9%","TX?","  PR 07 ","  PR 08 ","  PR 09 ","  PR 10 ","  PR 11 "," ST"
"810239","   ","  ","  18.180","         ","   18.180","   30.30","   30.30","   30.30","   30.30","   30.30","   30.30","        ","    2.0","WW","   ","   ","  1","   ","Y  ","   30.30","   30.30","   30.30","   30.30","   30.30"," A "
"810242","   ","  ","   9.090","         ","    9.090","   15.15","   15.15","   15.15","   15.15","   15.15","   15.15","        ","       ","WW","   ","   ","  1","   ","Y  ","   15.15","   15.15","   15.15","   15.15","   15.15"," M "
"810272","   ","  ","  10.860","         ","   10.860","   23.58","   23.58","   23.58","   23.58","   23.58","   23.58","        ","   10.0","WW","   ","   ","  1","   ","Y  ","   23.58","   23.58","   23.58","   23.58","   23.58"," M "
"810273","   ","  ","  11.050","         ","   11.050","   24.14","   24.14","   24.14","   24.14","   24.14","   24.14","        ","    7.0","WW","   ","   ","  1","   ","Y  ","   24.14","   24.14","   24.14","   24.14","   24.14"," M "
"810274","   ","  ","  10.860","         ","   10.860","   23.58","   23.58","   23.58","   23.58","   23.58","   23.58","        ","    1.0","WW","   ","   ","  1","   ","Y  ","   23.58","   23.58","   23.58","   23.58","   23.58"," M "
"810281","   ","  ","  19.350","         ","   19.350","   29.84","   29.84","   29.84","   29.84","   29.84","   29.84","        ","       ","WW","   ","   ","  1","   ","Y  ","   29.84","   29.84","   29.84","   29.84","   29.84"," M "
"810284","   ","  ","  23.260","         ","   23.260","   35.85","   35.85","   35.85","   35.85","   35.85","   35.85","        ","    1.0","WW","   ","   ","  1","   ","Y  ","   35.85","   35.85","   35.85","   35.85","   35.85"," A "
"810285","   ","  ","  23.850","         ","   23.850","   36.78","   36.78","   36.78","   36.78","   36.78","   36.78","        ","       ","WW","   ","   ","  1","   ","Y  ","   36.78","   36.78","   36.78","   36.78","   36.78"," M "
"810287","   ","  ","  66.080","         ","   66.080","  101.76","  101.76","  101.76","  101.76","  101.76","  101.76","        ","    8.0","WW","   ","   ","  1","   ","Y  ","  101.76","  101.76","  101.76","  101.76","  101.76"," A "
"810289","   ","  "," 104.030","         ","  104.030","  121.24","  121.24","  121.24","  121.24","  121.24","  121.24","        ","       ","WW","   ","   ","  1","   ","Y  ","  121.24","  121.24","  121.24","  121.24","  121.24"," M "
"810292","   ","  ","  55.580","         ","   55.580","   58.25","   58.25","   58.25","   58.25","   58.25","   58.25","        ","       ","WW","   ","   ","  1","   ","Y  ","   58.25","   58.25","   58.25","   58.25","   58.25"," M "
"810296","   ","  ","   4.990","         ","    4.990","   10.47","   10.47","   10.47","   10.47","   10.47","   10.47","        ","    6.0","WW","   ","   ","  1","   ","Y  ","   10.47","   10.47","   10.47","   10.47","   10.47"," A "
"810297","   ","  ","   5.830","         ","    5.830","    6.60","    6.60","    6.60","    6.60","    6.60","    6.60","        ","   14.0","WW","   ","   ","  1","   ","Y  ","    6.60","    6.60","    6.60","    6.60","    6.60"," A "
"810298","   ","  ","   4.660","         ","    4.660","    5.19","    5.19","    5.19","    5.19","    5.19","    5.19","        ","       ","WW","   ","   ","  1","   ","Y  ","    5.19","    5.19","    5.19","    5.19","    5.19"," M "
"810300","   ","  ","  66.410","         ","   66.410","   70.75","   70.75","   70.75","   70.75","   70.75","   70.75","        ","       ","WW","   ","   ","  1","   ","Y  ","   70.75","   70.75","   70.75","   70.75","   70.75"," M "
"810302","   ","  ","  16.310","         ","   16.310","   17.92","   17.92","   17.92","   17.92","   17.92","   17.92","        ","       ","WW","   ","   ","  1","   ","Y  ","   17.92","   17.92","   17.92","   17.92","   17.92"," M "
"810303","   ","  ","  20.970","         ","   20.970","   22.64","   22.64","   22.64","   22.64","   22.64","   22.64","        ","       ","WW","   ","   ","  1","   ","Y  ","   22.64","   22.64","   22.64","   22.64","   22.64"," M "
"810304","   ","  ","   8.160","         ","    8.160","    8.96","    8.96","    8.96","    8.96","    8.96","    8.96","        ","    3.0","WW","   ","   ","  1","   ","Y  ","    8.96","    8.96","    8.96","    8.96","    8.96"," M "
"810307","   ","  ","  10.900","         ","   10.900","   12.50","   12.50","   12.50","   12.50","   12.50","   12.50","        ","   14.0","WW","   ","   ","  1","   ","Y  ","   12.50","   12.50","   12.50","   12.50","   12.50"," M "
"810310","   ","  ","  90.870","         ","   90.870","  100.00","  100.00","  100.00","  100.00","  100.00","  100.00","        ","    2.0","WW","   ","   ","  1","   ","Y  ","  100.00","  100.00","  100.00","  100.00","  100.00"," M "
"810311","   ","  ","  34.950","         ","   34.950","   38.49","   38.49","   38.49","   38.49","   38.49","   38.49","        ","    1.0","WW","   ","   ","  1","   ","Y  ","   38.49","   38.49","   38.49","   38.49","   38.49"," M "
"810312","   ","  ","  34.950","         ","   34.950","   38.49","   38.49","   38.49","   38.49","   38.49","   38.49","        ","    1.0","WW","   ","   ","  1","   ","Y  ","   38.49","   38.49","   38.49","   38.49","   38.49"," M "
"810313","   ","  ","   5.800","         ","    5.800","    8.18","    8.18","    8.18","    8.18","    8.18","    8.18","        ","    3.0","WW","   ","   ","  1","   ","Y  ","    8.18","    8.18","    8.18","    8.18","    8.18"," M "
"810314","   ","  ","   4.130","         ","    4.130","    5.80","    5.80","    5.80","    5.80","    5.80","    5.80","        ","   27.0","WW","   ","   ","  1","   ","Y  ","    5.80","    5.80","    5.80","    5.80","    5.80"," M "
"810325","   ","  ","   5.210","         ","    5.210","    4.02","    4.02","    4.02","    4.02","    4.02","    4.02","        ","       ","WW","   ","   ","  1","   ","Y  ","    4.02","    4.02","    4.02","    4.02","    4.02"," M "
"810326","   ","  ","   1.970","         ","    1.970","    1.51","    1.51","    1.51","    1.51","    1.51","    1.51","        ","   74.0","WW","   ","   ","  1","   ","Y  ","    1.51","    1.51","    1.51","    1.51","    1.51"," M "
"810335","   ","  ","   1.970","         ","    1.970","    1.51","    1.51","    1.51","    1.51","    1.51","    1.51","        ","   18.0","WW","   ","   ","  1","   ","Y  ","    1.51","    1.51","    1.51","    1.51","    1.51"," M "
"810336","   ","  ","   1.970","         ","    1.970","    1.51","    1.51","    1.51","    1.51","    1.51","    1.51","        ","  172.0","WW","   ","   ","  1","   ","Y  ","    1.51","    1.51","    1.51","    1.51","    1.51"," M "
"810339","   ","  ","   1.970","         ","    1.970","    1.51","    1.51","    1.51","    1.51","    1.51","    1.51","        ","   97.0","WW","   ","   ","  1","   ","Y  ","    1.51","    1.51","    1.51","    1.51","    1.51"," M "
"810343","   ","  ","   6.550","         ","    6.550","    5.05","    5.05","    5.05","    5.05","    5.05","    5.05","        ","   46.0","WW","   ","   ","  1","   ","Y  ","    5.05","    5.05","    5.05","    5.05","    5.05"," M "
"810393","   ","  ","  30.830","         ","   30.830","   39.99","   39.99","   39.99","   39.99","   39.99","   39.99","        ","       ","WW","   ","   ","  1","   ","Y  ","   39.99","   39.99","   39.99","   39.99","   39.99"," M "
"810401","   ","  ","  44.100","         ","   44.100","   45.99","   45.99","   45.99","   45.99","   45.99","   45.99","        ","   13.0","WW","   ","   ","  1","   ","Y  ","   45.99","   45.99","   45.99","   45.99","   45.99"," M "
"810404","   ","  ","  13.430","         ","   13.430","   16.11","   16.11","   16.11","   16.11","   16.11","   16.11","        ","    1.0","WW","   ","   ","  1","   ","Y  ","   16.11","   16.11","   16.11","   16.11","   16.11"," A "
"810405","   ","X ","   7.950","         ","    7.950","    9.53","    9.53","    9.53","    9.53","    9.53","    9.53","        ","       ","WW","   ","   ","  1","   ","Y  ","    9.53","    9.53","    9.53","    9.53","    9.53"," X "
"810407","   ","  ","  10.820","         ","   10.820","   12.99","   12.99","   12.99","   12.99","   12.99","   12.99","        ","    1.0","WW","   ","   ","  1","   ","Y  ","   12.99","   12.99","   12.99","   12.99","   12.99"," M "
"810421","   ","  ","   7.540","         ","    7.540","    9.04","    9.04","    9.04","    9.04","    9.04","    9.04","        ","    1.0","WW","   ","   ","  1","   ","Y  ","    9.04","    9.04","    9.04","    9.04","    9.04"," M "
"810423","   ","  ","   7.540","         ","    7.540","    9.04","    9.04","    9.04","    9.04","    9.04","    9.04","        ","    1.0","WW","   ","   ","  1","   ","Y  ","    9.04","    9.04","    9.04","    9.04","    9.04"," M "
"810427","   ","  ","   2.740","         ","    2.740","    3.29","    3.29","    3.29","    3.29","    3.29","    3.29","        ","    1.0","WW","   ","   ","  1","   ","Y  ","    3.29","    3.29","    3.29","    3.29","    3.29"," M "
"810429","   ","  ","   2.740","         ","    2.740","    3.29","    3.29","    3.29","    3.29","    3.29","    3.29","        ","    5.0","WW","   ","   ","  1","   ","Y  ","    3.29","    3.29","    3.29","    3.29","    3.29"," A "
"810438","   ","  ","   3.440","         ","    3.440","    4.65","    4.65","    4.65","    4.65","    4.65","    4.65","        ","   33.0","WW","   ","   ","  1","   ","Y  ","    4.65","    4.65","    4.65","    4.65","    4.65"," A "
"810439","   ","  ","   4.120","         ","    4.120","    3.97","    3.97","    3.97","    3.97","    3.97","    3.97","        ","   11.0","WW","   ","   ","  1","   ","Y  ","    3.97","    3.97","    3.97","    3.97","    3.97"," M "
"810440","   ","  ","   2.840","         ","    2.840","    3.46","    3.46","    3.46","    3.46","    3.46","    3.46","        ","   39.0","WW","   ","   ","  1","   ","Y  ","    3.46","    3.46","    3.46","    3.46","    3.46"," M "
"810441","   ","  ","   4.120","         ","    4.120","    3.97","    3.97","    3.97","    3.97","    3.97","    3.97","        ","    7.0","WW","   ","   ","  1","   ","Y  ","    3.97","    3.97","    3.97","    3.97","    3.97"," M "
"810442","   ","  ","   2.890","         ","    2.890","    3.46","    3.46","    3.46","    3.46","    3.46","    3.46","        ","    4.0","WW","   ","   ","  1","   ","Y  ","    3.46","    3.46","    3.46","    3.46","    3.46"," M "
"810444","   ","  ","   4.380","         ","    4.380","    3.46","    3.46","    3.46","    3.46","    3.46","    3.46","        ","    9.0","WW","   ","   ","  1","   ","Y  ","    3.46","    3.46","    3.46","    3.46","    3.46"," M "
"810445","   ","  ","   4.400","         ","    4.400","    3.78","    3.78","    3.78","    3.78","    3.78","    3.78","        ","    1.0","WW","   ","   ","  1","   ","Y  ","    3.78","    3.78","    3.78","    3.78","    3.78"," A "
"810449","   ","  ","   2.530","         ","    2.530","    5.66","    5.66","    5.66","    5.66","    5.66","    5.66","        ","       ","WW","   ","   ","  1","   ","Y  ","    5.66","    5.66","    5.66","    5.66","    5.66"," M "
"810480","   ","  ","  15.690","         ","   15.690","   20.99","   20.99","   20.99","   20.99","   20.99","   20.99","        ","       ","WW","   ","   ","  1","   ","Y  ","   20.99","   20.99","   20.99","   20.99","   20.99"," M "
"810481","   ","  ","   8.020","         ","    8.020","   10.50","   10.50","   10.50","   10.50","   10.50","   10.50","        ","   58.0","WW","   ","   ","  1","   ","Y  ","   10.50","   10.50","   10.50","   10.50","   10.50"," M "
"810487","   ","  ","   1.280","         ","    1.280","    1.34","    1.34","    1.34","    1.34","    1.34","    1.34","        ","  200.0","WW","   ","   ","  1","   ","Y  ","    1.34","    1.34","    1.34","    1.34","    1.34"," M "
"810510","   ","  "," 295.190","         ","  295.190","  336.52","  336.52","  336.52","  336.52","  336.52","  336.52","        ","       ","WW","   ","   ","  1","   ","Y  ","  336.52","  336.52","  336.52","  336.52","  336.52"," M "
"810512","   ","  ","   2.320","         ","    2.320","    3.49","    3.49","    3.49","    3.49","    3.49","    3.49","        ","   35.0","WW","   ","   ","  1","   ","Y  ","    3.49","    3.49","    3.49","    3.49","    3.49"," M "
"810513","   ","  ","   3.060","         ","    3.060","    4.19","    4.19","    4.19","    4.19","    4.19","    4.19","        ","   33.0","WW","   ","   ","  1","   ","Y  ","    4.19","    4.19","    4.19","    4.19","    4.19"," M "
"810514","   ","  ","   3.890","         ","    3.890","    5.59","    5.59","    5.59","    5.59","    5.59","    5.59","        ","    1.0","WW","   ","   ","  1","   ","Y  ","    5.59","    5.59","    5.59","    5.59","    5.59"," M "
"810515","   ","  ","   2.320","         ","    2.320","    3.49","    3.49","    3.49","    3.49","    3.49","    3.49","        ","       ","WW","   ","   ","  1","   ","Y  ","    3.49","    3.49","    3.49","    3.49","    3.49"," M "
"810516","   ","  ","   3.060","         ","    3.060","    4.19","    4.19","    4.19","    4.19","    4.19","    4.19","        ","   25.0","WW","   ","   ","  1","   ","Y  ","    4.19","    4.19","    4.19","    4.19","    4.19"," M "
"810521","   ","  ","   2.320","         ","    2.320","    3.49","    3.49","    3.49","    3.49","    3.49","    3.49","        ","   32.0","WW","   ","   ","  1","   ","Y  ","    3.49","    3.49","    3.49","    3.49","    3.49"," M "
"810522","   ","  ","   3.060","         ","    3.060","    4.19","    4.19","    4.19","    4.19","    4.19","    4.19","        ","   18.0","WW","   ","   ","  1","   ","Y  ","    4.19","    4.19","    4.19","    4.19","    4.19"," M "
"810523","   ","  ","   3.890","         ","    3.890","    4.89","    4.89","    4.89","    4.89","    4.89","    4.89","        ","       ","WW","   ","   ","  1","   ","Y  ","    4.89","    4.89","    4.89","    4.89","    4.89"," M "
"810524","   ","  ","   1.860","         ","    1.860","    2.60","    2.60","    2.60","    2.60","    2.60","    2.60","        ","   23.0","WW","   ","   ","  1","   ","Y  ","    2.60","    2.60","    2.60","    2.60","    2.60"," M "
"810526","   ","  ","   2.450","         ","    2.450","    3.42","    3.42","    3.42","    3.42","    3.42","    3.42","        ","   84.0","WW","   ","   ","  1","   ","Y  ","    3.42","    3.42","    3.42","    3.42","    3.42"," M "
"810527","   ","  ","   3.120","         ","    3.120","    4.89","    4.89","    4.89","    4.89","    4.89","    4.89","        ","   19.0","WW","   ","   ","  1","   ","Y  ","    4.89","    4.89","    4.89","    4.89","    4.89"," M "
"810550","   ","  ","  84.380","         ","   84.380","   92.92","   92.92","   92.92","   92.92","   92.92","   92.92","        ","    1.0","WW","   ","   ","  1","   ","Y  ","   92.92","   92.92","   92.92","   92.92","   92.92"," M "
"810551","   ","  ","  37.970","         ","   37.970","   41.79","   41.79","   41.79","   41.79","   41.79","   41.79","        ","    2.0","WW","   ","   ","  1","   ","Y  ","   41.79","   41.79","   41.79","   41.79","   41.79"," M "
"810552","   ","  ","  26.720","         ","   26.720","   29.53","   29.53","   29.53","   29.53","   29.53","   29.53","        ","       ","WW","   ","   ","  1","   ","Y  ","   29.53","   29.53","   29.53","   29.53","   29.53"," M "
"810554","   ","  ","  77.350","         ","   77.350","   84.90","   84.90","   84.90","   84.90","   84.90","   84.90","        ","       ","WW","   ","   ","  1","   ","Y  ","   84.90","   84.90","   84.90","   84.90","   84.90"," A "
"810555","   ","  ","  47.380","         ","   47.380","   51.88","   51.88","   51.88","   51.88","   51.88","   51.88","        ","       ","WW","   ","   ","  1","   ","Y  ","   51.88","   51.88","   51.88","   51.88","   51.88"," A "
"810557","   ","  ","  30.940","         ","   30.940","   33.96","   33.96","   33.96","   33.96","   33.96","   33.96","        ","    2.0","WW","   ","   ","  1","   ","Y  ","   33.96","   33.96","   33.96","   33.96","   33.96"," M "
"810558","   ","  ","   6.860","         ","    6.860","   18.87","   18.87","   18.87","   18.87","   18.87","   18.87","        ","    1.0","WW","   ","   ","  1","   ","Y  ","   18.87","   18.87","   18.87","   18.87","   18.87"," M "
"810601","   ","  ","  53.600","         ","   53.600","  112.26","  112.26","  112.26","  112.26","  112.26","  112.26","        ","    1.0","WW","   ","   ","  1","   ","Y  ","  112.26","  112.26","  112.26","  112.26","  112.26"," M "
"810636","   ","  ","  13.810","         ","   13.810","   17.45","   17.45","   17.45","   17.45","   17.45","   17.45","        ","    1.0","WW","   ","   ","  1","   ","Y  ","   17.45","   17.45","   17.45","   17.45","   17.45"," M "
"810637","   ","  ","  14.060","         ","   14.060","   16.17","   16.17","   16.17","   16.17","   16.17","   16.17","        ","    3.0","WW","   ","   ","  1","   ","Y  ","   16.17","   16.17","   16.17","   16.17","   16.17"," M "
"810639","   ","  ","  88.760","         ","   88.760","   90.00","   90.00","   90.00","   90.00","   90.00","   90.00","        ","       ","WW","   ","   ","  1","   ","Y  ","   90.00","   90.00","   90.00","   90.00","   90.00"," A "
"810650","   ","  ","   6.290","         ","    6.290","   28.02","   28.02","   28.02","   28.02","   28.02","   28.02","        ","    1.0","WW","   ","   ","  1","   ","Y  ","   28.02","   28.02","   28.02","   28.02","   28.02"," A "
"810652","   ","  ","  10.990","         ","   10.990","   25.46","   25.46","   25.46","   25.46","   25.46","   25.46","        ","    2.0","WW","   ","   ","  1","   ","Y  ","   25.46","   25.46","   25.46","   25.46","   25.46"," M "
"810662","   ","  ","   2.740","         ","    2.740","    2.83","    2.83","    2.83","    2.83","    2.83","    2.83","        ","    1.0","WW","   ","   ","  1","   ","Y  ","    2.83","    2.83","    2.83","    2.83","    2.83"," M "
"810705","   ","  ","   8.960","         ","    8.960","    7.50","    7.50","    7.50","    7.50","    7.50","    7.50","        ","   10.0","WW","   ","   ","  1","   ","Y  ","    7.50","    7.50","    7.50","    7.50","    7.50"," M "
"810748","   ","  "," 343.980","         ","  343.980","  481.57","  481.57","  481.57","  481.57","  481.57","  481.57","        ","    1.0","WW","   ","   ","  1","   ","Y  ","  481.57","  481.57","  481.57","  481.57","  481.57"," M "
"810751","   ","  "," 249.990","         ","  249.990","  349.98","  349.98","  349.98","  349.98","  349.98","  349.98","        ","    1.0","WW","   ","   ","  1","   ","Y  ","  349.98","  349.98","  349.98","  349.98","  349.98"," M "
"810753","   ","  "," 106.420","         ","  106.420","  148.98","  148.98","  148.98","  148.98","  148.98","  148.98","        ","    1.0","WW","   ","   ","  1","   ","Y  ","  148.98","  148.98","  148.98","  148.98","  148.98"," M "
"810754","   ","  "," 169.700","         ","  169.700","  237.57","  237.57","  237.57","  237.57","  237.57","  237.57","        ","       ","WW","   ","   ","  1","   ","Y  ","  237.57","  237.57","  237.57","  237.57","  237.57"," M "
"810755","   ","  "," 134.150","         ","  134.150","  187.81","  187.81","  187.81","  187.81","  187.81","  187.81","        ","    4.0","WW","   ","   ","  1","   ","Y  ","  187.81","  187.81","  187.81","  187.81","  187.81"," M "
"810756","   ","  "," 152.530","         ","  152.530","  213.54","  213.54","  213.54","  213.54","  213.54","  213.54","        ","    3.0","WW","   ","   ","  1","   ","Y  ","  213.54","  213.54","  213.54","  213.54","  213.54"," M "
"810758","   ","  "," 223.260","         ","  223.260","  312.56","  312.56","  312.56","  312.56","  312.56","  312.56","        ","       ","WW","   ","   ","  1","   ","Y  ","  312.56","  312.56","  312.56","  312.56","  312.56"," M "
"810759","   ","X "," 550.860","         ","  550.860","  771.20","  771.20","  771.20","  771.20","  771.20","  771.20","        ","       ","WW","   ","   ","  1","   ","Y  ","  771.20","  771.20","  771.20","  771.20","  771.20"," X "
"810796","   ","  ","   7.260","         ","    7.260","    7.50","    7.50","    7.50","    7.50","    7.50","    7.50","        ","    1.0","WW","   ","   ","  1","   ","Y  ","    7.50","    7.50","    7.50","    7.50","    7.50"," A "
"810804","   ","  ","   6.310","         ","    6.310","   12.59","   12.59","   12.59","   12.59","   12.59","   12.59","        ","    8.0","WW","   ","   ","  1","   ","Y  ","   12.59","   12.59","   12.59","   12.59","   12.59"," M "
"810825","   ","  ","   6.300","         ","    6.300","   12.59","   12.59","   12.59","   12.59","   12.59","   12.59","        ","       ","WW","   ","   ","  1","   ","Y  ","   12.59","   12.59","   12.59","   12.59","   12.59"," M "
"810829","   ","  ","   3.230","         ","    3.230","    3.30","    3.30","    3.30","    3.30","    3.30","    3.30","        ","       ","WW","   ","   ","  1","   ","Y  ","    3.30","    3.30","    3.30","    3.30","    3.30"," M "
"810922","   ","  ","        ","         ","         ","        ","        ","        ","        ","        ","        ","        ","   40.0","WW","   ","   ","   ","   ","Y  ","        ","        ","        ","        ","        "," M "
"811026","   ","  ","   2.140","         ","    2.140","    3.00","    3.00","    3.00","    3.00","    3.00","    3.00","        ","    9.0","WW","   ","   ","  1","   ","Y  ","    3.00","    3.00","    3.00","    3.00","    3.00"," M "
"811029","   ","  ","   4.550","         ","    4.550","    7.59","    7.59","    7.59","    7.59","    7.59","    7.59","        ","       ","WW","   ","   ","  1","   ","Y  ","    7.59","    7.59","    7.59","    7.59","    7.59"," M "
"811039","   ","  ","   2.480","         ","    2.480","    2.17","    2.17","    2.17","    2.17","    2.17","    2.17","        ","   17.0","WW","   ","   ","  1","   ","Y  ","    2.17","    2.17","    2.17","    2.17","    2.17"," A "
"811041","   ","  ","   3.390","         ","    3.390","    2.97","    2.97","    2.97","    2.97","    2.97","    2.97","        ","    9.0","WW","   ","   ","  1","   ","Y  ","    2.97","    2.97","    2.97","    2.97","    2.97"," M "
"811044","   ","  ","  14.920","         ","   14.920","   26.11","   26.11","   26.11","   26.11","   26.11","   26.11","        ","    8.0","WW","   ","   ","  1","   ","Y  ","   26.11","   26.11","   26.11","   26.11","   26.11"," A "
"811045","   ","  ","  19.190","         ","   19.190","   33.97","   33.97","   33.97","   33.97","   33.97","   33.97","        ","    1.0","WW","   ","   ","  1","   ","Y  ","   33.97","   33.97","   33.97","   33.97","   33.97"," A "
"811050","   ","  ","   8.450","         ","    8.450","   14.78","   14.78","   14.78","   14.78","   14.78","   14.78","        ","       ","WW","   ","   ","  1","   ","Y  ","   14.78","   14.78","   14.78","   14.78","   14.78"," M "
"811052","   ","  ","  24.810","         ","   24.810","   43.44","   43.44","   43.44","   43.44","   43.44","   43.44","        ","   17.0","WW","   ","   ","  1","   ","Y  ","   43.44","   43.44","   43.44","   43.44","   43.44"," A "
"811063","   ","  "," 122.220","         ","  122.220","  171.11","  171.11","  171.11","  171.11","  171.11","  171.11","        ","       ","WW","   ","   ","  1","   ","Y  ","  171.11","  171.11","  171.11","  171.11","  171.11"," M "
"811106","   ","  ","  13.560","         ","   13.560","   19.52","   19.52","   19.52","   19.52","   19.52","   19.52","        ","       ","WW","   ","   ","  1","   ","Y  ","   19.52","   19.52","   19.52","   19.52","   19.52"," M "
"811108","   ","X ","   7.910","         ","    7.910","   10.18","   10.18","   10.18","   10.18","   10.18","   10.18","        ","       ","WW","   ","   ","  1","   ","Y  ","   10.18","   10.18","   10.18","   10.18","   10.18"," X "
"811125","   ","X ","   7.910","         ","    7.910","   10.18","   10.18","   10.18","   10.18","   10.18","   10.18","        ","       ","WW","   ","   ","  1","   ","Y  ","   10.18","   10.18","   10.18","   10.18","   10.18"," X "
"811127","   ","  ","   7.910","         ","    7.910","   10.18","   10.18","   10.18","   10.18","   10.18","   10.18","        ","    1.0","WW","   ","   ","  1","   ","Y  ","   10.18","   10.18","   10.18","   10.18","   10.18"," M "
"811128","   ","  ","   4.520","         ","    4.520","    5.77","    5.77","    5.77","    5.77","    5.77","    5.77","        ","   10.0","WW","   ","   ","  1","   ","Y  ","    5.77","    5.77","    5.77","    5.77","    5.77"," M "
"811139","   ","  ","  45.200","         ","   45.200","   56.99","   56.99","   56.99","   56.99","   56.99","   56.99","        ","    1.0","WW","   ","   ","  1","   ","Y  ","   56.99","   56.99","   56.99","   56.99","   56.99"," M "
"811140","   ","  ","  45.200","         ","   45.200","   56.99","   56.99","   56.99","   56.99","   56.99","   56.99","        ","    1.0","WW","   ","   ","  1","   ","Y  ","   56.99","   56.99","   56.99","   56.99","   56.99"," M "
"811141","   ","  ","  45.200","         ","   45.200","   56.99","   56.99","   56.99","   56.99","   56.99","   56.99","        ","    1.0","WW","   ","   ","  1","   ","Y  ","   56.99","   56.99","   56.99","   56.99","   56.99"," M "
"811149","   ","  ","   6.850","         ","    6.850","    8.54","    8.54","    8.54","    8.54","    8.54","    8.54","        ","    1.0","WW","   ","   ","  1","   ","Y  ","    8.54","    8.54","    8.54","    8.54","    8.54"," M "
"811151","   ","  ","   2.830","         ","    2.830","    3.56","    3.56","    3.56","    3.56","    3.56","    3.56","        ","    6.0","WW","   ","   ","  1","   ","Y  ","    3.56","    3.56","    3.56","    3.56","    3.56"," M "
"811156","   ","  ","  78.300","         ","   78.300","  115.09","  115.09","  115.09","  115.09","  115.09","  115.09","        ","    1.0","WW","   ","   ","  1","   ","Y  ","  115.09","  115.09","  115.09","  115.09","  115.09"," M "
"811157","   ","  ","  37.800","         ","   37.800","   55.59","   55.59","   55.59","   55.59","   55.59","   55.59","        ","    2.0","WW","   ","   ","  1","   ","Y  ","   55.59","   55.59","   55.59","   55.59","   55.59"," M "
"811158","   ","  ","  78.300","         ","   78.300","  115.09","  115.09","  115.09","  115.09","  115.09","  115.09","        ","    1.0","WW","   ","   ","  1","   ","Y  ","  115.09","  115.09","  115.09","  115.09","  115.09"," M "
"811159","   ","  ","  59.400","         ","   59.400","   87.36","   87.36","   87.36","   87.36","   87.36","   87.36","        ","    2.0","WW","   ","   ","  1","   ","Y  ","   87.36","   87.36","   87.36","   87.36","   87.36"," M "
"811160","   ","  "," 108.000","         ","  108.000","  158.82","  158.82","  158.82","  158.82","  158.82","  158.82","        ","    1.0","WW","   ","   ","  1","   ","Y  ","  158.82","  158.82","  158.82","  158.82","  158.82"," M "
"811161","   ","  ","   6.750","         ","    6.750","    9.97","    9.97","    9.97","    9.97","    9.97","    9.97","        ","    1.0","WW","   ","   ","  1","   ","Y  ","    9.97","    9.97","    9.97","    9.97","    9.97"," M "
"811164","   ","  ","  22.950","         ","   22.950","   36.58","   36.58","   36.58","   36.58","   36.58","   36.58","        ","       ","WW","   ","   ","  1","   ","Y  ","   36.58","   36.58","   36.58","   36.58","   36.58"," M "
"811165","   ","  ","  27.000","         ","   27.000","   39.69","   39.69","   39.69","   39.69","   39.69","   39.69","        ","    6.0","WW","   ","   ","  1","   ","Y  ","   39.69","   39.69","   39.69","   39.69","   39.69"," M "
"811166","   ","  ","  22.950","         ","   22.950","   36.58","   36.58","   36.58","   36.58","   36.58","   36.58","        ","    1.0","WW","   ","   ","  1","   ","Y  ","   36.58","   36.58","   36.58","   36.58","   36.58"," A "
"811167","   ","  ","  22.950","         ","   22.950","   36.58","   36.58","   36.58","   36.58","   36.58","   36.58","        ","       ","WW","   ","   ","  1","   ","Y  ","   36.58","   36.58","   36.58","   36.58","   36.58"," A "
"811168","   ","  ","  22.950","         ","   22.950","   36.58","   36.58","   36.58","   36.58","   36.58","   36.58","        ","       ","WW","   ","   ","  1","   ","Y  ","   36.58","   36.58","   36.58","   36.58","   36.58"," M "
"811169","   ","  ","  18.900","         ","   18.900","   27.80","   27.80","   27.80","   27.80","   27.80","   27.80","        ","    5.0","WW","   ","   ","  1","   ","Y  ","   27.80","   27.80","   27.80","   27.80","   27.80"," M "
"811170","   ","  ","  29.700","         ","   29.700","   43.65","   43.65","   43.65","   43.65","   43.65","   43.65","        ","    6.0","WW","   ","   ","  1","   ","Y  ","   43.65","   43.65","   43.65","   43.65","   43.65"," M "
"811172","   ","  ","  43.200","         ","   43.200","   63.50","   63.50","   63.50","   63.50","   63.50","   63.50","        ","    1.0","WW","   ","   ","  1","   ","Y  ","   63.50","   63.50","   63.50","   63.50","   63.50"," M "
"811173","   ","  ","  32.400","         ","   32.400","   47.63","   47.63","   47.63","   47.63","   47.63","   47.63","        ","    4.0","WW","   ","   ","  1","   ","Y  ","   47.63","   47.63","   47.63","   47.63","   47.63"," M "
"811174","   ","  ","  10.800","         ","   10.800","   15.88","   15.88","   15.88","   15.88","   15.88","   15.88","        ","    9.0","WW","   ","   ","  1","   ","Y  ","   15.88","   15.88","   15.88","   15.88","   15.88"," M "
"811175","   ","  ","  16.200","         ","   16.200","   23.81","   23.81","   23.81","   23.81","   23.81","   23.81","        ","   10.0","WW","   ","   ","  1","   ","Y  ","   23.81","   23.81","   23.81","   23.81","   23.81"," M "
