"WHSE  ","ITEM   ","DESCRIPT                           ","U/C","   COST01 ","   COST02 ","   COST03 ","   COST04 ","   COST05 ","   COST06 ","   COST07 ","   COST08 ","   COST09 ","   COST10 ","    TOTAL  ","   COST99 "
"11060 ","102126 ","VINO POETI PRO 6/750  DB POETI PRO ","  6","   51.438 ","    5.636 ","    3.091 ","     .574 ","          ","          ","          ","     .506 ","     .151 ","     .085 ","    61.481 ","          "
"11010 ","102127 ","VINO POETI PRO 24/200 DB POETI PRO "," 24","   68.126 ","    7.464 ","    4.093 ","     .761 ","   19.920 ","    4.320 ","    3.880 ","     .639 ","     .200 ","     .113 ","   109.516 ","   40.000 "
"11020 ","102127 ","VINO POETI PRO 24/200 DB POETI PRO "," 24","   68.126 ","    7.464 ","    4.093 ","     .761 ","   19.920 ","    4.320 ","    3.880 ","     .639 ","     .200 ","     .113 ","   109.516 ","   40.000 "
"11060 ","102127 ","VINO POETI PRO 24/200 DB POETI PRO "," 24","   68.126 ","    7.464 ","    4.093 ","     .761 ","          ","          ","          ","     .639 ","     .200 ","     .113 ","    81.396 ","          "
"11010 ","102128 ","SARTORI 6/750  SARTORI PROSECCO SP ","  6","   59.805 ","    5.094 ","    3.957 ","     .405 ","   18.676 ","    3.460 ","    3.113 ","     .556 ","     .179 ","     .101 ","    95.346 ","   40.000 "
"11020 ","102128 ","SARTORI 6/750  SARTORI PROSECCO SP ","  6","   59.805 ","    5.094 ","    3.957 ","     .405 ","   18.676 ","    3.460 ","    3.113 ","     .556 ","     .179 ","     .101 ","    95.346 ","   40.000 "
"11060 ","102128 ","SARTORI 6/750  SARTORI PROSECCO SP ","  6","   59.805 ","    5.094 ","    3.957 ","     .405 ","          ","          ","          ","     .556 ","     .179 ","     .101 ","    70.097 ","          "
"11010 ","102131 ","RENDEZ-VOUS 6/750  RENDEZVOUS COCK ","  6","   11.396 ","          ","    7.285 ","     .414 ","     .450 ","          ","     .910 ","     .120 ","     .120 ","     .064 ","    20.758 ","   40.000 "
"11020 ","102131 ","RENDEZ-VOUS 6/750  RENDEZVOUS COCK ","  6","   11.396 ","          ","    7.285 ","     .414 ","     .450 ","          ","     .910 ","     .120 ","     .120 ","     .064 ","    20.758 ","   40.000 "
"11060 ","102131 ","RENDEZ-VOUS 6/750  RENDEZVOUS COCK ","  6","   11.396 ","          ","    7.285 ","     .414 ","          ","          ","          ","     .120 ","     .120 ","     .064 ","    19.399 ","          "
"11010 ","102133 ","RENDEZ-VOUS 6/750  RENDEZVOUS RED  ","  6","   11.396 ","          ","    7.285 ","     .414 ","     .450 ","          ","     .910 ","     .120 ","     .120 ","     .064 ","    20.758 ","   40.000 "
"11020 ","102133 ","RENDEZ-VOUS 6/750  RENDEZVOUS RED  ","  6","   11.396 ","          ","    7.285 ","     .414 ","     .450 ","          ","     .910 ","     .120 ","     .120 ","     .064 ","    20.758 ","   40.000 "
"11060 ","102133 ","RENDEZ-VOUS 6/750  RENDEZVOUS RED  ","  6","   11.396 ","          ","    7.285 ","     .414 ","          ","          ","          ","     .120 ","     .120 ","     .064 ","    19.399 ","          "
"11010 ","102134 ","LA MARCA 12/750 EJ LA MARCA PROSEC "," 12","  200.200 ","     .505 ","   29.568 ","     .325 ","   37.350 ","   11.061 ","    9.956 ","    1.647 ","     .441 ","     .277 ","   291.330 ","          "
"11020 ","102134 ","LA MARCA 12/750 EJ LA MARCA PROSEC "," 12","  200.200 ","     .505 ","   29.568 ","     .325 ","   37.350 ","   11.061 ","    9.956 ","    1.647 ","     .441 ","     .277 ","   291.330 ","          "
"11060 ","102134 ","LA MARCA 12/750 EJ LA MARCA PROSEC "," 12","  200.200 ","     .505 ","   29.568 ","     .325 ","          ","          ","          ","    1.647 ","     .441 ","     .277 ","   232.963 ","          "
"11010 ","102136 ","RUFFINO 12/750 RUFFINO PROSECCO RO "," 12","  133.770 ","     .907 ","   21.116 ","     .086 ","   37.350 ","    7.470 ","    6.723 ","    1.195 ","          ","          ","   208.617 ","   40.000 "
"11020 ","102136 ","RUFFINO 12/750 RUFFINO PROSECCO RO "," 12","  133.770 ","     .907 ","   21.116 ","     .086 ","   37.350 ","    7.470 ","    6.723 ","    1.195 ","          ","          ","   208.617 ","   40.000 "
"11060 ","102136 ","RUFFINO 12/750 RUFFINO PROSECCO RO "," 12","  133.770 ","     .907 ","   21.116 ","     .086 ","          ","          ","          ","    1.195 ","          ","          ","   157.074 ","   40.000 "
"11010 ","102137 ","B&G 6/750  BG PREMIUM SPARKLING CH ","  6","   40.040 ","          ","    5.822 ","     .506 ","   18.000 ","    2.307 ","    2.077 ","     .405 ","     .146 ","     .078 ","    69.380 ","   35.000 "
"11020 ","102137 ","B&G 6/750  BG PREMIUM SPARKLING CH ","  6","   40.040 ","          ","    5.822 ","     .506 ","   18.000 ","    2.307 ","    2.077 ","     .405 ","     .146 ","     .078 ","    69.380 ","          "
"11010 ","102138 ","19 CRIMES 12/750 19 CRIMES CALI GO "," 12","  145.600 ","    4.541 ","    8.910 ","     .878 ","   37.350 ","    7.955 ","    7.159 ","    1.590 ","     .239 ","     .135 ","   214.356 ","   40.000 "
"11020 ","102138 ","19 CRIMES 12/750 19 CRIMES CALI GO "," 12","  145.600 ","    4.541 ","    8.910 ","     .878 ","   37.350 ","    7.955 ","    7.159 ","    1.590 ","     .239 ","     .135 ","   214.356 ","   40.000 "
"11060 ","102138 ","19 CRIMES 12/750 19 CRIMES CALI GO "," 12","  145.600 ","    4.541 ","    8.910 ","     .878 ","          ","          ","          ","    1.590 ","     .239 ","     .135 ","   161.892 ","   40.000 "
"11010 ","102139 ","CINZANO 6/750  CINZANO PRO SPRITZ  ","  6","   31.850 ","          ","    1.787 ","     .020 ","   18.675 ","    1.681 ","    1.513 ","     .198 ","     .051 ","     .032 ","    55.808 ","          "
"11020 ","102139 ","CINZANO 6/750  CINZANO PRO SPRITZ  ","  6","   31.850 ","          ","    1.787 ","     .020 ","   18.675 ","    1.681 ","    1.513 ","     .198 ","     .051 ","     .032 ","    55.808 ","          "
"11060 ","102139 ","CINZANO 6/750  CINZANO PRO SPRITZ  ","  6","   31.850 ","          ","    1.787 ","     .020 ","          ","          ","          ","     .198 ","     .051 ","     .032 ","    33.938 ","          "
"11010 ","102140 ","WOODBRIDGE 12/750 WOODBRIDGE SPARK "," 12","  109.200 ","     .562 ","   11.945 ","    1.013 ","   37.350 ","    6.090 ","    5.480 ","    1.010 ","          ","          ","   172.650 ","          "
"11020 ","102140 ","WOODBRIDGE 12/750 WOODBRIDGE SPARK "," 12","  109.200 ","     .562 ","   11.945 ","    1.013 ","   37.350 ","    6.090 ","    5.480 ","    1.010 ","          ","          ","   172.650 ","          "
"11060 ","102140 ","WOODBRIDGE 12/750 WOODBRIDGE SPARK "," 12","  109.200 ","     .562 ","   11.945 ","    1.013 ","          ","          ","          ","    1.010 ","          ","          ","   123.730 ","          "
"11010 ","102141 ","WOODBRIDGE 12/750 WOODBRIDGE FRUIT "," 12","  109.200 ","    1.662 ","    3.132 ","     .070 ","   37.350 ","    5.707 ","    5.136 ","     .955 ","     .092 ","     .058 ","   163.361 ","          "
"11020 ","102141 ","WOODBRIDGE 12/750 WOODBRIDGE FRUIT "," 12","  109.200 ","    1.662 ","    3.132 ","     .070 ","   37.350 ","    5.707 ","    5.136 ","     .955 ","     .092 ","     .058 ","   163.361 ","          "
"11060 ","102141 ","WOODBRIDGE 12/750 WOODBRIDGE FRUIT "," 12","  109.200 ","    1.662 ","    3.132 ","     .070 ","          ","          ","          ","     .955 ","     .092 ","     .058 ","   115.168 ","          "
"11010 ","102142 ","RUFFINO 12/750 RUFFINO MOSCATO D'A "," 12","  133.653 ","    4.712 ","    5.696 ","    1.058 ","   37.351 ","    7.205 ","    6.485 ","    1.154 ","     .278 ","     .157 ","   197.750 ","          "
"11020 ","102142 ","RUFFINO 12/750 RUFFINO MOSCATO D'A "," 12","  133.653 ","    4.712 ","    5.696 ","    1.058 ","   37.351 ","    7.205 ","    6.485 ","    1.154 ","     .278 ","     .157 ","   197.750 ","          "
"11060 ","102142 ","RUFFINO 12/750 RUFFINO MOSCATO D'A "," 12","  133.653 ","    4.712 ","    5.696 ","    1.058 ","          ","          ","          ","    1.154 ","     .278 ","     .157 ","   146.709 ","          "
"11010 ","102143 ","VINO POETI GLD 12/750 DB MOSCATO F "," 12","   80.561 ","    4.793 ","    4.949 ","     .640 ","   36.000 ","    4.680 ","    4.210 ","     .799 ","     .157 ","     .099 ","   136.887 ","          "
"11020 ","102143 ","VINO POETI GLD 12/750 DB MOSCATO F "," 12","   80.561 ","    4.793 ","    4.949 ","     .640 ","   36.000 ","    4.680 ","    4.210 ","     .799 ","     .157 ","     .099 ","   136.887 ","          "
"11060 ","102143 ","VINO POETI GLD 12/750 DB MOSCATO F "," 12","   80.561 ","    4.793 ","    4.949 ","     .640 ","          ","          ","          ","     .799 ","     .157 ","     .099 ","    91.997 ","          "
"11010 ","102144 ","SARTORI 6/750  SOAVE SPUMANTE MILL ","  6","   38.715 ","    3.792 ","    2.883 ","     .373 ","   18.679 ","    2.343 ","    2.107 ","     .405 ","     .091 ","     .057 ","    69.445 ","          "
"11020 ","102144 ","SARTORI 6/750  SOAVE SPUMANTE MILL ","  6","   38.715 ","    3.792 ","    2.883 ","     .373 ","   18.679 ","    2.343 ","    2.107 ","     .405 ","     .091 ","     .057 ","    69.445 ","          "
"11060 ","102144 ","SARTORI 6/750  SOAVE SPUMANTE MILL ","  6","   38.715 ","    3.792 ","    2.883 ","     .373 ","          ","          ","          ","     .405 ","     .091 ","     .057 ","    46.316 ","          "
"11010 ","102145 ","B&G 12/750 BG SAINT LOUIS ROSE     "," 12","   41.860 ","    4.015 ","    5.144 ","     .657 ","   37.351 ","    2.553 ","    2.297 ","     .552 ","     .155 ","     .098 ","    94.682 ","          "
"11020 ","102145 ","B&G 12/750 BG SAINT LOUIS ROSE     "," 12","   41.860 ","    4.015 ","    5.144 ","     .657 ","   37.351 ","    2.553 ","    2.297 ","     .552 ","     .155 ","     .098 ","    94.682 ","          "
"11060 ","102145 ","B&G 12/750 BG SAINT LOUIS ROSE     "," 12","   41.860 ","    4.015 ","    5.144 ","     .657 ","          ","          ","          ","     .552 ","     .155 ","     .098 ","    52.481 ","          "
"11010 ","102146 ","DOMAINE CHANDO 6/750  DOMAINE CHAN ","  6","   77.532 ","     .588 ","     .903 ","     .099 ","   18.676 ","    3.954 ","    3.558 ","     .620 ","     .023 ","     .015 ","   105.968 ","          "
"11020 ","102146 ","DOMAINE CHANDO 6/750  DOMAINE CHAN ","  6","   77.532 ","     .588 ","     .903 ","     .099 ","   18.676 ","    3.954 ","    3.558 ","     .620 ","     .023 ","     .015 ","   105.968 ","          "
"11060 ","102146 ","DOMAINE CHANDO 6/750  DOMAINE CHAN ","  6","   77.532 ","     .588 ","     .903 ","     .099 ","          ","          ","          ","     .620 ","     .023 ","     .015 ","    79.780 ","          "
"11010 ","102147 ","DOMAINE CHANDO 6/750  DOMAINE CHAN ","  6","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","102148 ","DOMAINE CHANDO 24/189 DOMAINE CHAN "," 24","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11020 ","102148 ","DOMAINE CHANDO 24/189 DOMAINE CHAN "," 24","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11060 ","102148 ","DOMAINE CHANDO 24/189 DOMAINE CHAN "," 24","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","102149 ","DOMAINE CHANDO 6/750  DOMAINE CHAN ","  6","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11020 ","102149 ","DOMAINE CHANDO 6/750  DOMAINE CHAN ","  6","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11060 ","102149 ","DOMAINE CHANDO 6/750  DOMAINE CHAN ","  6","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","102150 ","DOMAINE CHANDO 6/750  DOMAINE CHAN ","  6","   92.820 ","     .704 ","    1.081 ","     .119 ","   18.813 ","    4.740 ","    4.263 ","     .721 ","     .028 ","     .018 ","   123.307 ","          "
"11020 ","102150 ","DOMAINE CHANDO 6/750  DOMAINE CHAN ","  6","   92.820 ","     .704 ","    1.081 ","     .119 ","   18.813 ","    4.740 ","    4.263 ","     .721 ","     .028 ","     .018 ","   123.307 ","          "
"11060 ","102150 ","DOMAINE CHANDO 6/750  DOMAINE CHAN ","  6","   92.820 ","     .704 ","    1.081 ","     .119 ","          ","          ","          ","     .721 ","     .028 ","     .018 ","    95.490 ","          "
"11010 ","102151 ","DOMAINE CHANDO 6/750  DOMAINE CHAN ","  6","   93.912 ","          ","          ","     .322 ","   18.760 ","    4.344 ","    3.910 ","     .671 ","     .026 ","     .016 ","   121.960 ","          "
"11020 ","102151 ","DOMAINE CHANDO 6/750  DOMAINE CHAN ","  6","   93.912 ","          ","          ","     .322 ","   18.760 ","    4.344 ","    3.910 ","     .671 ","     .026 ","     .016 ","   121.960 ","          "
"11060 ","102151 ","DOMAINE CHANDO 6/750  DOMAINE CHAN ","  6","   93.912 ","          ","          ","     .322 ","          ","          ","          ","     .671 ","     .026 ","     .016 ","    94.946 ","          "
"11010 ","102152 ","COOKS 12/750 COOKS SPARKLING BRUT  "," 12","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11020 ","102152 ","COOKS 12/750 COOKS SPARKLING BRUT  "," 12","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11060 ","102152 ","COOKS 12/750 COOKS SPARKLING BRUT  "," 12","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","102153 ","B&G 6/750  B&G SPARKLING DE-ALCOHO ","  6","   30.030 ","    2.876 ","    4.114 ","     .676 ","     .450 ","          ","    1.667 ","     .234 ","     .184 ","     .104 ","    40.335 ","          "
"11020 ","102153 ","B&G 6/750  B&G SPARKLING DE-ALCOHO ","  6","   30.030 ","    2.876 ","    4.114 ","     .676 ","     .450 ","          ","    1.667 ","     .234 ","     .184 ","     .104 ","    40.335 ","          "
"11060 ","102153 ","B&G 6/750  B&G SPARKLING DE-ALCOHO ","  6","   30.030 ","    2.876 ","    4.114 ","     .676 ","          ","          ","          ","     .234 ","     .184 ","     .104 ","    38.218 ","          "
"11010 ","103001 ","VEUVE CLICQUOT 6/750  LVMH VEUVE C ","  6","  399.672 ","          ","          ","     .079 ","   18.675 ","   19.985 ","   17.986 ","          ","     .216 ","     .122 ","   456.735 ","   30.000 "
"11020 ","103001 ","VEUVE CLICQUOT 6/750  LVMH VEUVE C ","  6","  399.672 ","          ","          ","     .079 ","   18.675 ","   19.985 ","   17.986 ","          ","     .216 ","     .122 ","   456.735 ","   30.000 "
"11060 ","103001 ","VEUVE CLICQUOT 6/750  LVMH VEUVE C ","  6","  399.672 ","          ","          ","     .079 ","          ","          ","          ","          ","     .216 ","     .122 ","   400.089 ","   25.000 "
"11010 ","103002 ","VEUVE CLICQUOT 6/750  LVMH V.CLICQ ","  6","  398.580 ","          ","   26.370 ","    1.306 ","   18.675 ","   21.216 ","   19.094 ","    2.856 ","     .320 ","     .201 ","   488.618 ","   30.000 "
"11020 ","103002 ","VEUVE CLICQUOT 6/750  LVMH V.CLICQ ","  6","  398.580 ","          ","   26.370 ","    1.306 ","   18.675 ","   21.216 ","   19.094 ","    2.856 ","     .320 ","     .201 ","   488.618 ","   30.000 "
"11060 ","103002 ","VEUVE CLICQUOT 6/750  LVMH V.CLICQ ","  6","  398.580 ","          ","   26.370 ","    1.306 ","          ","          ","          ","    2.856 ","     .320 ","     .201 ","   429.633 ","   25.000 "
"11010 ","103003 ","VEUVE CLICQUOT 6/750  LVMH V.CLICQ ","  6","  336.336 ","          ","    6.791 ","     .549 ","   18.679 ","   17.157 ","   15.441 ","    2.324 ","     .158 ","     .085 ","   397.520 ","   30.000 "
"11020 ","103003 ","VEUVE CLICQUOT 6/750  LVMH V.CLICQ ","  6","  336.336 ","          ","    6.791 ","     .549 ","   18.679 ","   17.157 ","   15.441 ","    2.324 ","     .158 ","     .085 ","   397.520 ","   30.000 "
"11060 ","103003 ","VEUVE CLICQUOT 6/750  LVMH V.CLICQ ","  6","  336.336 ","          ","    6.791 ","     .549 ","          ","          ","          ","    2.324 ","     .158 ","     .085 ","   346.243 ","   25.000 "
"11010 ","103004 ","VEUVE CLICQUOT 6/750  LVMH VEUVE C ","  6","  410.592 ","          ","    8.033 ","     .967 ","   18.684 ","   20.970 ","   18.873 ","    3.980 ","     .160 ","     .090 ","   482.348 ","   30.000 "
"11020 ","103004 ","VEUVE CLICQUOT 6/750  LVMH VEUVE C ","  6","  410.592 ","          ","    8.033 ","     .967 ","   18.684 ","   20.970 ","   18.873 ","    3.980 ","     .160 ","     .090 ","   482.348 ","   30.000 "
"11060 ","103004 ","VEUVE CLICQUOT 6/750  LVMH VEUVE C ","  6","  410.592 ","          ","    8.033 ","     .967 ","          ","          ","          ","          ","          ","          ","   419.592 ","   25.000 "
