"ITEM   ","DESCRIPT                           ","U/C","    COST01 ","   COST02 ","   COST03 ","   COST04 ","   COST05 ","   COST06 ","   COST07 ","   COST08 ","   COST09 ","   COST10 ","    TOTAL  "
"819812 ","VICENZI        3120 AMARETTO FAMIG ","  4","     5.260 ","     .040 ","    1.920 ","     .220 ","    1.660 ","          ","     .280 ","     .060 ","          ","          ","     9.440 "
"819813 ","VICENZI        3635 AMARETTO GRANU ","  1","    41.041 ","     .301 ","   14.971 ","    1.750 ","   12.943 ","          ","    2.157 ","     .431 ","          ","          ","    73.594 "
"819814 ","VICENZI        3637 AMARETTINO FAM ","  4","     5.260 ","     .040 ","    1.920 ","     .220 ","    1.660 ","          ","     .280 ","     .060 ","          ","          ","     9.440 "
"819815 ","VICENZI        3250 PUFF PASTR BAS ","  1","     2.313 ","     .017 ","     .844 ","     .099 ","     .729 ","          ","     .122 ","     .024 ","          ","          ","     4.147 "
"819816 ","VICENZI        6573 SPONGE CAKE 3  ","  1","     3.911 ","     .029 ","    1.427 ","     .167 ","    1.233 ","          ","     .206 ","     .041 ","          ","          ","     7.013 "
"819817 ","VICENZI        3245 VOLAUVENT  PUF ","  1","     1.619 ","     .012 ","     .591 ","     .069 ","     .511 ","          ","     .085 ","     .017 ","          ","          ","     2.903 "
"819818 ","VICENZI        5497 BISCOTTIERA MI ","  1","     5.677 ","     .042 ","    2.071 ","     .242 ","    1.790 ","          ","     .298 ","     .060 ","          ","          ","    10.180 "
"819819 ","BICKERY        35023 ZWARTE THEE T ","  1","     1.189 ","          ","     .358 ","     .046 ","     .076 ","          ","     .062 ","     .010 ","          ","          ","     1.743 "
"819820 ","BICKERY        37451 LIKEURCAKE AM ","  1","     3.874 ","          ","    1.168 ","     .151 ","    1.219 ","          ","     .203 ","     .039 ","          ","          ","     6.655 "
"819821 ","BICKERY        37508 BROWNIES WISH ","  1","     4.872 ","          ","    1.469 ","     .190 ","    1.534 ","          ","     .256 ","     .049 ","          ","          ","     8.369 "
"819822 ","BICKERY        45073 MINI PANETTON ","  1","     2.489 ","          ","     .750 ","     .097 ","     .783 ","          ","     .131 ","     .025 ","          ","          ","     4.275 "
"819823 ","BICKERY        45078 PANETTONE THA ","  1","     6.483 ","          ","    1.955 ","     .253 ","    2.041 ","          ","     .340 ","     .065 ","          ","          ","    11.137 "
"819824 ","BICKERY        45104 GOUD VLINDERK ","  1","     1.939 ","          ","     .585 ","     .076 ","     .610 ","          ","     .102 ","     .019 ","          ","          ","     3.331 "
"819825 ","BICKERY        55307 ZURE ROOM DIP ","  1","     2.162 ","          ","     .652 ","     .084 ","     .265 ","          ","     .113 ","     .019 ","          ","          ","     3.295 "
"819826 ","BICKERY        62492 KAASKOEK  GOU ","  1","     2.059 ","          ","     .621 ","     .080 ","     .648 ","          ","     .108 ","     .021 ","          ","          ","     3.537 "
"819827 ","BICKERY        90647 DIPSTICKS ROZ ","  1","     2.148 ","          ","     .648 ","     .084 ","     .676 ","          ","     .113 ","     .022 ","          ","          ","     3.690 "
"819828 ","BICKERY        90725 TOAST THANKS  ","  1","     1.280 ","          ","     .386 ","     .050 ","     .403 ","          ","     .067 ","     .013 ","          ","          ","     2.199 "
"819829 ","BICKERY 100GR  90727 PARTY TOAST G ","  1","     1.561 ","          ","     .376 ","     .061 ","          ","     .518 ","     .086 ","     .015 ","          ","          ","     2.618 "
"819830 ","BICKERY        92351 PRALINE BONBO ","  1","     3.230 ","          ","     .974 ","     .126 ","          ","          ","     .169 ","     .026 ","          ","          ","     4.526 "
"819831 ","BICKERY        92433 CHOCOREEP BES ","  1","     2.139 ","          ","     .645 ","     .084 ","          ","          ","     .112 ","     .018 ","          ","          ","     2.997 "
"819832 ","BICKERY        92447 CHOCOREEP XXL ","  1","     3.870 ","          ","    1.167 ","     .151 ","          ","          ","     .203 ","     .032 ","          ","          ","     5.423 "
"819833 ","BICKERY        92689 CHIPS ZEEZOUT ","  1","     1.582 ","          ","     .477 ","     .062 ","     .498 ","          ","     .083 ","     .016 ","          ","          ","     2.718 "
"819834 ","BICKERY        92690 CHIPS ZEEZOUT ","  1","     1.553 ","          ","     .266 ","     .040 ","     .468 ","          ","     .078 ","     .014 ","          ","          ","     2.419 "
"819835 ","BICKERY        94729 PINDA''S BLIK ","  1","     2.145 ","          ","     .647 ","     .084 ","     .675 ","          ","     .113 ","     .022 ","          ","          ","     3.684 "
"819836 ","BICKERY        94731 PINDA''S LIK  ","  1","     2.145 ","          ","     .647 ","     .084 ","     .675 ","          ","     .113 ","     .022 ","          ","          ","     3.684 "
"819837 ","BICKERY        94735 PINDA''S LIK  ","  1","     2.145 ","          ","     .647 ","     .084 ","     .675 ","          ","     .113 ","     .022 ","          ","          ","     3.684 "
"819838 ","BICKERY        95122 MINI PRETZELS ","  1","     1.506 ","          ","     .454 ","     .059 ","     .474 ","          ","     .079 ","     .015 ","          ","          ","     2.588 "
"819839 ","BICKERY        95622 PEPERMUNT GOU ","  1","     2.356 ","          ","     .710 ","     .092 ","     .357 ","          ","     .124 ","     .021 ","          ","          ","     3.661 "
"819840 ","BICKERY        95627 DROPSTAAF GOU ","  1","     2.356 ","          ","     .710 ","     .092 ","          ","          ","     .124 ","     .019 ","          ","          ","     3.302 "
"819841 ","BICKERY        98051 GIFTSET HANDW ","  1","    12.949 ","          ","    3.904 ","     .506 ","    1.585 ","          ","     .679 ","     .115 ","          ","          ","    19.739 "
"819842 ","BICKERY        98053 GIFTSET BODYL ","  1","    11.460 ","          ","    3.455 ","     .448 ","    1.403 ","          ","     .601 ","     .102 ","          ","          ","    17.469 "
"819843 ","SCOTTON        38435 2 BOT.F.180X9 ","  1","     1.099 ","          ","     .212 ","     .032 ","     .066 ","          ","     .054 ","     .009 ","          ","          ","     1.472 "
"819844 ","SCOTTON        38434 1 BOT.CM90X90 ","  1","      .755 ","          ","     .146 ","     .022 ","     .045 ","          ","     .037 ","     .006 ","          ","          ","     1.010 "
"819845 ","SCOTTON        38436 3 BOT.F.270X9 ","  1","     1.444 ","          ","     .279 ","     .042 ","     .086 ","          ","     .070 ","     .011 ","          ","          ","     1.933 "
"819846 ","SCOTTON        38432 2 B.CHAM200X1 ","  1","     1.329 ","          ","     .257 ","     .039 ","     .079 ","          ","     .065 ","     .010 ","          ","          ","     1.779 "
"819847 ","SCOTTON        38358 1 BOT.CM90X90 ","  1","      .755 ","          ","     .146 ","     .022 ","     .045 ","          ","     .037 ","     .006 ","          ","          ","     1.010 "
"819848 ","SCOTTON        38359 2BOT.F.180X90 ","  1","     1.127 ","          ","     .639 ","     .059 ","     .084 ","          ","     .069 ","     .012 ","          ","          ","     1.990 "
"819849 ","SCOTTON        38360 3BOT.F.270X90 ","  1","     1.444 ","          ","     .279 ","     .042 ","     .086 ","          ","     .070 ","     .011 ","          ","          ","     1.933 "
"819850 ","SCOTTON        38351 PANET 200X200 ","  1","     1.034 ","          ","     .200 ","     .030 ","     .062 ","          ","     .050 ","     .008 ","          ","          ","     1.384 "
"819851 ","SCOTTON        38500 1 BOT.CM90X90 ","  1","      .755 ","          ","     .146 ","     .022 ","     .045 ","          ","     .037 ","     .006 ","          ","          ","     1.010 "
"819852 ","SCOTTON        38501 2 BOT.F.180X9 ","  1","     1.099 ","          ","     .212 ","     .032 ","     .066 ","          ","     .054 ","     .009 ","          ","          ","     1.472 "
"819853 ","SCOTTON        38502 3 BOT.F.270X9 ","  1","     1.444 ","          ","     .279 ","     .042 ","     .086 ","          ","     .070 ","     .011 ","          ","          ","     1.933 "
"819854 ","SCOTTON        37044 CEST.2B 180X9 ","  1","      .935 ","          ","     .181 ","     .027 ","     .056 ","          ","     .046 ","     .007 ","          ","          ","     1.252 "
"819855 ","SCOTTON        37045 CEST.4B 130X1 ","  1","      .853 ","          ","     .165 ","     .025 ","     .051 ","          ","     .042 ","     .007 ","          ","          ","     1.142 "
"819856 ","SCOTTON        38301 2B.CHAM200X10 ","  1","     1.329 ","          ","     .257 ","     .039 ","     .079 ","          ","     .065 ","     .010 ","          ","          ","     1.779 "
"819857 ","SCOTTON        38304 2 BOT.F.180X9 ","  1","     1.099 ","          ","     .212 ","     .032 ","     .066 ","          ","     .054 ","     .009 ","          ","          ","     1.472 "
"819858 ","SCOTTON        34984 2 BOT.F.180X9 ","  1","     1.099 ","          ","     .212 ","     .032 ","     .066 ","          ","     .054 ","     .009 ","          ","          ","     1.472 "
"819859 ","WEBSTAURANT        32Z WHITE PORCE ","  1","    10.900 ","    1.660 ","    2.400 ","     .360 ","          ","          ","     .670 ","     .090 ","          ","          ","    16.080 "
"819860 ","WEBSTAURANT        MAJESTY EUROPEA ","  1","     8.950 ","    1.360 ","    1.970 ","     .300 ","    1.600 ","          ","     .550 ","     .090 ","          ","          ","    14.820 "
"819861 ","WEBSTAURANT        ACOPA ELEVATION ","  1","     3.980 ","     .610 ","     .870 ","     .130 ","     .710 ","          ","     .250 ","     .040 ","          ","          ","     6.590 "
"819862 ","SCOTTON        37695 RED BOX 3 BTL ","  1","     2.750 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     2.750 "
"819863 ","SCOTTON        38026 RED BAGS      ","  1","     2.500 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     2.500 "
"819864 ","SCOTTON        33391 RED BOX 2 BTL ","  1","     2.500 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     2.500 "
"819865 ","SCOTTON        13574 PINO RED  BOX ","  1","     3.625 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.625 "
"819866 ","SCOTTON        35903 NATURAL BOX 2 ","  1","     2.500 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     2.500 "
"819867 ","SCOTTON        35872 NATURAL BOX   ","  1","     3.625 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.625 "
"819868 ","SCOTTON        35911 NATURAL BOX   ","  1","     3.625 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.625 "
"819869 ","SCOTTON        34943 CUBOTTO SETA  ","  1","     3.625 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.625 "
"819870 ","SCOTTON        30996 BLUE SANTA BO ","  1","     3.625 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.625 "
"819871 ","SCOTTON        30997 BLUE SANTA BO ","  1","     3.625 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.625 "
"819872 ","SCOTTON        30998 BLUE SANTA BO ","  1","     3.625 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.625 "
"819873 ","SCOTTON        30995 BLUE SANTA BO ","  1","     3.625 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.625 "
"819874 ","SCOTTON        33078 BLUE SANTA BO ","  1","     3.625 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.625 "
"819875 ","SCOTTON        33422 BLUE SANTA BO ","  1","     3.625 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.625 "
"819876 ","SCOTTON        30957 BLUE SANTA BO ","  1","     3.625 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.625 "
"819877 ","SCOTTON        37694 RED 2 BTL BOX ","  1","     2.500 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     2.500 "
"819878 ","SCOTTON        37695 RED 3 BTL BOX ","  1","     2.750 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     2.750 "
"819879 ","SCOTTON        30961 SANTA RED COB ","  1","     3.625 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.625 "
"819880 ","SCOTTON        38173 POINSETTA BAG ","  1","     2.750 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     2.750 "
"819881 ","SCOTTON        38183 POINSETA  BOX ","  1","     2.750 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     2.750 "
"819882 ","SCOTTON        38170 POINSETTA BOX ","  1","     2.750 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     2.750 "
"819883 ","SCOTTON        30807 SETA VERDE    ","  1","     3.625 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.625 "
"819884 ","SCOTTON        30551 SETA VERDE    ","  1","     3.625 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.625 "
"819885 ","SCOTTON        36106 SETA BOARD    ","  1","     3.625 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.625 "
"819886 ","SCOTTON        35352 SETA BOARD    ","  1","     3.625 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.625 "
"819887 ","SCOTTON        35354 SETA BOARD    ","  1","     3.625 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.625 "
"819888 ","SCOTTON        34839 SETA BOARD    ","  1","     3.625 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.625 "
"819889 ","SCOTTON        35353 SETA BOARD    ","  1","     3.625 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.625 "
"819890 ","SCOTTON        38013 RED BOX       ","  1","     3.625 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.625 "
"819891 ","SCOTTON        16063 BLUE BOX  CUB ","  1","     3.625 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.625 "
"819892 ","SCOTTON        33279 BROWN BOX     ","  1","     3.375 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.375 "
"819893 ","SCOTTON        4862 BROWN BOX      ","  1","     3.375 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.375 "
"819894 ","SCOTTON        4875 BROWN BOX      ","  1","     3.625 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.625 "
"819895 ","SCOTTON        14656 BEIGE BOX LOG ","  1","     2.750 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     2.750 "
"819896 ","SCOTTON        87432 BLUE BOX  BRI ","  1","     2.750 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     2.750 "
"819897 ","SCOTTON        30971 SANTA PINP BO ","  1","     3.625 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.625 "
"819898 ","SCOTTON        30967 SANTA CUBOTTO ","  1","     3.375 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.375 "
"819899 ","SCOTTON        13725 RED BOX PLAST ","  1","     2.750 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     2.750 "
"819900 ","SCOTTON        13683 RED 2 BTL BOX ","  1","     2.500 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     2.500 "
"819901 ","SCOTTON        16302 BLUE ROUND BO ","  1","     3.375 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.375 "
"819902 ","SCOTTON        16388 BLUE CUBOTTO  ","  1","     3.375 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.375 "
"819903 ","SCOTTON        4590 BURGUNDY CUBOT ","  1","     3.375 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.375 "
"819904 ","LA CHINATA FD        3989 JAM RED  ","  1","     7.940 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     7.940 "
"819905 ","LA CHINATA FD        6686 ACEITUNA ","  1","     5.010 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     5.010 "
"819906 ","VICENZI        VICENZI ASSORTED SW ","  1","     3.250 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     3.250 "
"819907 ","VINO POETI GLD        THE 100 PROS ","  1","    30.306 ","     .144 ","    3.578 ","     .029 ","          ","          ","    1.858 ","     .211 ","     .088 ","     .047 ","    36.261 "
"819908 ","BICKERY        62499 KAASKOEKJES I ","  1","     2.021 ","          ","     .346 ","     .052 ","     .609 ","          ","     .102 ","     .018 ","          ","          ","     3.148 "
"819909 ","BICKERY        62500 KAASKOEKJES B ","  1","     2.021 ","          ","     .346 ","     .052 ","     .609 ","          ","     .102 ","     .018 ","          ","          ","     3.148 "
"819910 ","BICKERY        62501 KAASKOEKJES G ","  1","     2.021 ","          ","     .346 ","     .052 ","     .609 ","          ","     .102 ","     .018 ","          ","          ","     3.148 "
"819911 ","BICKERY        90732 TOAST FIRE &  ","  1","     1.255 ","          ","     .215 ","     .032 ","     .378 ","          ","     .063 ","     .011 ","          ","          ","     1.955 "
"819912 ","BICKERY        90736 TOAST BLAUW/O ","  1","     1.255 ","          ","     .215 ","     .032 ","     .378 ","          ","     .063 ","     .011 ","          ","          ","     1.955 "
"819913 ","BICKERY        92602 SNACKMIX  CHI ","  1","     1.383 ","          ","     .237 ","     .035 ","     .417 ","          ","     .069 ","     .013 ","          ","          ","     2.154 "
"819914 ","BICKERY        92691 CHIPS ZEEZOUT ","  1","     1.553 ","          ","     .266 ","     .040 ","     .468 ","          ","     .078 ","     .014 ","          ","          ","     2.419 "
"819915 ","BICKERY        92698 CHIPS ZEEZOUT ","  1","     1.553 ","          ","     .266 ","     .040 ","     .468 ","          ","     .078 ","     .014 ","          ","          ","     2.419 "
"819916 ","BICKERY 125GR  92926 KAASPUNTJES B ","  1","     2.238 ","          ","     .320 ","     .039 ","          ","          ","     .114 ","     .015 ","          ","          ","     2.726 "
"819917 ","BICKERY        93297 BBQ SAUS  FIR ","  1","     2.659 ","          ","     .455 ","     .068 ","     .312 ","          ","     .134 ","     .021 ","          ","          ","     3.649 "
"819918 ","BICKERY        94730 PINDA'S LIK R ","  1","     2.127 ","          ","     .364 ","     .054 ","     .641 ","          ","     .107 ","     .019 ","          ","          ","     3.313 "
"819919 ","BICKERY        94737 PINDA'S LIK F ","  1","     2.127 ","          ","     .364 ","     .054 ","     .641 ","          ","     .107 ","     .019 ","          ","          ","     3.313 "
"819920 ","BICKERY        94739 PINDA''S LIK  ","  1","     2.127 ","          ","     .364 ","     .054 ","     .641 ","          ","     .107 ","     .019 ","          ","          ","     3.313 "
"819921 ","BICKERY        94740 PINDA'S LIK O ","  1","     2.127 ","          ","     .364 ","     .054 ","     .641 ","          ","     .107 ","     .019 ","          ","          ","     3.313 "
"819922 ","BICKERY        95109 PRETZELST XXL ","  1","     1.064 ","          ","     .182 ","     .027 ","     .321 ","          ","     .053 ","     .010 ","          ","          ","     1.657 "
"819923 ","BICKERY        95604 MARSHMALLOWS  ","  1","     1.170 ","          ","     .200 ","     .030 ","          ","          ","     .059 ","     .009 ","          ","          ","     1.468 "
"819924 ","VICENZI        3004 VICENZOVOLADY  ","  1","     2.736 ","     .024 ","    1.418 ","     .150 ","     .884 ","          ","     .147 ","     .032 ","          ","          ","     5.390 "
"819925 ","VICENZI        3287 BOCCONCINI PUF ","  1","     1.702 ","     .015 ","     .882 ","     .093 ","     .550 ","          ","     .092 ","     .020 ","          ","          ","     3.353 "
"819926 ","VICENZI        3292 BOCCONCINI PUF ","  1","     1.917 ","     .017 ","     .994 ","     .105 ","     .620 ","          ","     .103 ","     .022 ","          ","          ","     3.777 "
"819927 ","VICENZI        2367 CANTUCCINI CR. ","  1","     2.908 ","     .025 ","    1.507 ","     .159 ","     .940 ","          ","     .157 ","     .034 ","          ","          ","     5.730 "
"819928 ","VICENZI        3226 MINISNACK  WIT ","  1","     1.702 ","     .015 ","     .882 ","     .093 ","     .550 ","          ","     .092 ","     .020 ","          ","          ","     3.353 "
"819929 ","VICENZI        3227 MINISNACK  WIT ","  1","     1.702 ","     .015 ","     .882 ","     .093 ","     .550 ","          ","     .092 ","     .020 ","          ","          ","     3.353 "
"819930 ","VICENZI        5568 ROMA ASSOR ASS ","  1","    17.447 ","     .152 ","    9.043 ","     .956 ","    5.639 ","          ","     .940 ","     .201 ","          ","          ","    34.378 "
"819931 ","VICENZI        3565 MINIVOGLIE COC ","  1","     1.939 ","     .017 ","    1.005 ","     .106 ","     .627 ","          ","     .104 ","     .022 ","          ","          ","     3.820 "
"819932 ","VICENZI        2859 GRISBI SHORT C ","  1","     1.820 ","     .016 ","     .943 ","     .100 ","     .588 ","          ","     .098 ","     .021 ","          ","          ","     3.586 "
"819933 ","VICENZI        2853 MINI GRISBI WI ","  1","      .080 ","          ","     .040 ","          ","     .020 ","          ","          ","          ","          ","          ","      .140 "
"819934 ","VICENZI        2366 SOFT AMARETTO  ","  1","      .300 ","          ","     .160 ","     .020 ","     .100 ","          ","     .020 ","          ","          ","          ","      .600 "
"819935 ","AMARETTI LAZZA        DPANEPIA100  ","  1","     2.300 ","     .042 ","    2.894 ","     .279 ","     .132 ","          ","          ","     .033 ","     .163 ","     .087 ","     5.931 "
"819936 ","AMARETTI LAZZA        DPANELA100 P ","  1","     2.300 ","     .042 ","    2.894 ","     .279 ","     .132 ","          ","          ","     .033 ","     .163 ","     .087 ","     5.931 "
"819937 ","AMARETTI LAZZA        DPANDLPA80 P ","  1","     4.312 ","     .079 ","    5.427 ","     .522 ","     .248 ","          ","          ","     .062 ","     .305 ","     .163 ","    11.120 "
"819938 ","AMARETTI LAZZA        DAMASLWB SOF ","  1","     5.462 ","     .101 ","    6.874 ","     .662 ","    1.544 ","          ","     .257 ","     .088 ","     .387 ","     .207 ","    15.582 "
"819939 ","BICKERY        16718 KESBEKE PICCA ","  1","     2.319 ","          ","     .397 ","     .059 ","     .272 ","          ","     .116 ","     .019 ","          ","          ","     3.182 "
"819940 ","BICKERY        35038 RED LABELL WI ","  1","     1.681 ","          ","     .288 ","     .043 ","     .103 ","          ","     .084 ","     .013 ","          ","          ","     2.212 "
"819941 ","BICKERY        35043 BLUE LABEL ZW ","  1","     1.170 ","          ","     .200 ","     .030 ","     .072 ","          ","     .059 ","     .009 ","          ","          ","     1.540 "
"819942 ","BICKERY        35040 COSY DAYS ZWA ","  1","     1.170 ","          ","     .200 ","     .030 ","     .072 ","          ","     .059 ","     .009 ","          ","          ","     1.540 "
"819943 ","BICKERY        56956 RED LABEL MIN ","  1","     1.595 ","          ","     .273 ","     .041 ","     .481 ","          ","     .080 ","     .015 ","          ","          ","     2.485 "
"819944 ","BICKERY        56958 BLUE & ORANGE ","  1","     1.595 ","          ","     .273 ","     .041 ","     .481 ","          ","     .080 ","     .015 ","          ","          ","     2.485 "
"819945 ","BICKERY        56959 ICONIC XMAS M ","  1","     1.595 ","          ","     .273 ","     .041 ","     .481 ","          ","     .080 ","     .015 ","          ","          ","     2.485 "
"819946 ","BICKERY        6668 PAN TOSTADO TO ","  1","     2.015 ","          ","     .345 ","     .051 ","     .607 ","          ","     .101 ","     .018 ","          ","          ","     3.138 "
"819947 ","BICKERY        90636 FOOD ATELLIER ","  1","     2.340 ","          ","     .401 ","     .060 ","     .705 ","          ","     .118 ","     .021 ","          ","          ","     3.645 "
"819948 ","BICKERY        90732 FIRE & GRILL  ","  1","     1.255 ","          ","     .215 ","     .032 ","     .378 ","          ","     .063 ","     .011 ","          ","          ","     1.955 "
"819949 ","BICKERY 180GR  91225 BLUE LABEL PA ","  1","     1.957 ","          ","     .471 ","     .076 ","          ","     .648 ","     .108 ","     .019 ","          ","          ","     3.279 "
"819950 ","BICKERY        92358 BLUE & ORANGE ","  1","     2.319 ","          ","     .397 ","     .059 ","     .336 ","          ","     .116 ","     .019 ","          ","          ","     3.247 "
"819951 ","BICKERY        92373 COSY DAYS NOU ","  1","     1.893 ","          ","     .324 ","     .048 ","          ","          ","     .095 ","     .014 ","          ","          ","     2.375 "
"819952 ","BICKERY        92379 BLUE & ORANGE ","  1","     1.893 ","          ","     .324 ","     .048 ","     .275 ","          ","     .095 ","     .016 ","          ","          ","     2.651 "
"819953 ","BICKERY        92387 GOLD & RED LA ","  1","     1.893 ","          ","     .324 ","     .048 ","          ","          ","     .095 ","     .014 ","          ","          ","     2.375 "
"819954 ","BICKERY        92690 GOLD LABEL CH ","  1","     1.553 ","          ","     .266 ","     .040 ","     .468 ","          ","     .078 ","     .014 ","          ","          ","     2.419 "
"819955 ","BICKERY        92691 RED LABEL CHI ","  1","     1.553 ","          ","     .266 ","     .040 ","     .468 ","          ","     .078 ","     .014 ","          ","          ","     2.419 "
"819956 ","BICKERY        93267 ORANGE LBL CH ","  1","     1.489 ","          ","     .255 ","     .038 ","     .449 ","          ","     .075 ","     .014 ","          ","          ","     2.319 "
"819957 ","BICKERY        93282 FIRE & GRILL  ","  1","     3.170 ","          ","     .543 ","     .081 ","     .372 ","          ","     .159 ","     .025 ","          ","          ","     4.350 "
"819958 ","BICKERY        93517 FOOD ATELIER  ","  1","     2.744 ","          ","     .470 ","     .070 ","     .322 ","          ","     .138 ","     .022 ","          ","          ","     3.766 "
"819959 ","BICKERY        93540 ITALIAN CLASS ","  1","     1.489 ","          ","     .255 ","     .038 ","     .175 ","          ","     .075 ","     .012 ","          ","          ","     2.044 "
"819960 ","BICKERY        93777 FOOD ATELIER  ","  1","     2.659 ","          ","     .455 ","     .068 ","     .801 ","          ","     .134 ","     .024 ","          ","          ","     4.142 "
"819961 ","BICKERY        94729 GOLD LABEL PI ","  1","     2.127 ","          ","     .364 ","     .054 ","     .641 ","          ","     .107 ","     .019 ","          ","          ","     3.313 "
"819962 ","BICKERY        95019 COSY CH.  GIN ","  1","     1.595 ","          ","     .273 ","     .041 ","     .481 ","          ","     .080 ","     .015 ","          ","          ","     2.485 "
"819963 ","BICKERY        97905 ICONIC CHRIST ","  1","     1.720 ","          ","     .414 ","     .067 ","          ","     .222 ","     .095 ","     .015 ","          ","          ","     2.533 "
"819964 ","LA CHINATA FD 180GR  400024 CREMA  ","  1","     3.756 ","          ","     .738 ","     .086 ","          ","     .440 ","     .188 ","     .031 ","          ","          ","     5.239 "
"819965 ","LA CHINATA FD 180GR  400078 CREMA  ","  1","     3.598 ","          ","     .987 ","     .111 ","          ","     .467 ","     .200 ","     .033 ","          ","          ","     5.397 "
"819966 ","LA CHINATA FD 340GR  400544 ACEITU ","  1","     5.947 ","          ","    1.168 ","     .136 ","          ","     .696 ","     .298 ","     .049 ","          ","          ","     8.293 "
"819967 ","LA CHINATA FD        400200 COND.  ","  1","     8.210 ","          ","    2.816 ","     .115 ","     .910 ","          ","     .390 ","     .073 ","          ","          ","    12.513 "
"819968 ","LA CHINATA FD        400356 MOSTAZ ","  1","     4.692 ","          ","    1.609 ","     .065 ","     .520 ","          ","     .223 ","     .042 ","          ","          ","     7.150 "
"819969 ","LA CHINATA FD        800001 PESTO  ","  1","     5.843 ","          ","    1.147 ","     .134 ","          ","     .684 ","     .293 ","     .048 ","          ","          ","     8.149 "
"819970 ","LA CHINATA FD 156GR  400511 CHUTNE ","  1","     4.098 ","          ","    1.124 ","     .126 ","          ","     .865 ","     .229 ","     .039 ","          ","          ","     6.482 "
"819971 ","LA CHINATA FD        400244 PATE I ","  1","     3.652 ","          ","     .717 ","     .084 ","          ","     .429 ","     .184 ","     .030 ","          ","          ","     5.096 "
"819972 ","LA CHINATA FD        400195 PATE D ","  1","     3.199 ","          ","    1.097 ","     .045 ","     .354 ","          ","     .152 ","     .029 ","          ","          ","     4.875 "
"819973 ","FOODS TRADE 280GR  013030 TOBLERON ","  1","     8.320 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     8.320 "
"819974 ","FOODS TRADE 350GR  012236 CADBURY  ","  1","    10.815 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    10.815 "
"819975 ","FOODS TRADE 275GR  032267 MC VITES ","  1","    12.364 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    12.364 "
"819976 ","FOODS TRADE 400GR  032266 MC VITES ","  1","    12.753 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    12.753 "
"819977 ","FOODS TRADE 125GR  018279 BELLA BO ","  1","     9.260 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     9.260 "
"819978 ","BICKERY        93019 BRIE          ","  1","     4.450 ","          ","     .760 ","     .110 ","     .520 ","          ","     .220 ","     .040 ","          ","          ","     6.100 "
